Id|Codigo|Habilitado
14662|19930439-3|1
14663|19930423-3|1
14664|19930428-3|1
14665|19930429-4|1
14666|19930432-6|1
14667|19930439-7|1
14668|19930446-3|1
14669|19930453-2|1
14670|19930483-8|1
14671|19930412-11|1
14672|19930431-6|1
14673|19930432-4|1
14674|19930433-4|1
14675|19930312-2|1
14676|19930338-2|1
14677|19930397-10|1
14678|19930397-2|1
14679|19930373-7|1
14680|19930397-6|1
14681|19930410-1|1
14682|19930410-6|1
14683|19930453-10|1
14684|19930291-5|1
14685|19930293-5|1
14686|19930430-3|1
14687|19930430-6|1
14688|19930434-1|1
14689|19930470-2|1
14690|19930485-4|1
14691|19930533-2|1
14692|19930536-5|1
14693|19930429-3|1
14694|19930439-10|1
14695|19930453-8|1
14696|19930483-6|1
14697|19930293-2|1
14698|19930373-3|1
14699|19930434-4|1
14700|19930439-2|1
14701|19930439-1|1
14702|19930442-1|1
14703|19930447-1|1
14704|19930483-4|1
14705|19930412-7|1
14706|19930423-2|1
14707|19930430-1|1
14708|19930433-5|1
14709|19930489-1|1
14710|19930533-5|1
14711|19930545-1|1
14712|19930560-3|1
14713|19930410-4|1
14714|19930419-1|1
14715|19930431-7|1
14716|19930432-1|1
14717|19930433-7|1
14718|19930412-1|1
14719|19930430-4|1
14720|19930439-11|1
14721|19930446-2|1
14722|19930453-11|1
14723|19930439-4|1
14724|19930442-2|1
14725|19930512-1|1
14726|19930544-4|1
14727|19930560-2|1
14728|19930404-1|1
14729|19930410-3|1
14730|19930434-2|1
14731|19930434-3|1
14732|19930434-6|1
14733|19930429-1|1
14734|19930429-7|1
14735|19930453-3|1
14736|19930453-5|1
14737|19930483-13|1
14738|19930434-7|1
14739|19930473-1|1
14740|19930473-3|1
14741|19930573-9|1
14742|19930333-1|1
14743|19930397-3|1
14744|19930412-9|1
14745|19930453-6|1
14746|19930483-1|1
14747|19930485-1|1
14748|19930536-7|1
14749|19930543-4|1
14750|19930589-2|1
14751|19930589-3|1
14752|19930312-5|1
14753|19930314-2|1
14754|19930397-8|1
14755|19930534-2|1
14756|19930453-4|1
14757|19930483-9|1
14758|19930535-7|1
14759|19930572-2|1
14760|19930573-2|1
14761|19930485-3|1
14762|19930531-2|1
14763|19930533-8|1
14764|19930535-3|1
14765|19930535-6|1
14766|19930293-10|1
14767|19930293-6|1
14768|19930397-5|1
14769|19930412-10|1
14770|19930536-4|1
14771|19930543-3|1
14772|19930573-12|1
14773|19930573-5|1
14774|19930610-4|1
14775|19930439-12|1
14776|19930536-6|1
14777|19930545-2|1
14778|19930573-11|1
14779|19930603-3|1
14780|19930485-2|1
14781|19930531-3|1
14782|19930535-8|1
14783|19930544-2|1
14784|19930612-4|1
14785|19930543-1|1
14786|19930544-3|1
14787|19930589-9|1
14788|19930603-4|1
14789|19930609-1|1
14790|19930410-5|1
14791|19930412-4|1
14792|19930428-1|1
14793|19930428-4|1
14794|19930430-2|1
14795|19930453-9|1
14796|19930535-5|1
14797|19930665-4|1
14798|19930534-1|1
14799|19930534-3|1
14800|19930536-2|1
14801|19930560-1|1
14802|19930665-5|1
14803|19930483-5|1
14804|19930483-7|1
14805|19930666-1|1
14806|19930667-2|1
14807|19930453-7|1
14808|19930483-2|1
14809|19930533-7|1
14810|19930543-5|1
14811|19930667-1|1
14812|19930442-3|1
14813|19930483-10|1
14814|19930534-4|1
14815|19930573-1|1
14816|19930428-7|1
14817|19930439-9|1
14818|19930483-12|1
14819|19930535-1|1
14820|19930536-8|1
14821|19930544-1|1
14822|19930544-5|1
14823|19930573-4|1
14824|19930687-1|1
14825|19930687-4|1
14826|19930665-1|1
14827|19930666-4|1
14828|19930666-5|1
14829|19930724-3|1
14830|19930589-8|1
14831|19930609-2|1
14832|19930666-2|1
14833|19930667-5|1
14834|19930573-3|1
14835|19930610-1|1
14836|19930610-6|1
14837|19930676-5|1
14838|19930725-2|1
14839|19930410-2|1
14840|19930410-7|1
14841|19930412-12|1
14842|19930429-5|1
14843|19930444-3|1
14844|19930445-3|1
14845|19930603-1|1
14846|19930612-2|1
14847|19930725-5|1
14848|19930533-3|1
14849|19930535-4|1
14850|19930543-2|1
14851|19930589-1|1
14852|19930616-2|1
14853|19930673-4|1
14854|19930676-4|1
14855|19930724-1|1
14856|19930726-3|1
14857|19930439-5|1
14858|19930446-4|1
14859|19930573-10|1
14860|19930573-8|1
14861|19930572-1|1
14862|19930572-3|1
14863|19930573-7|1
14864|19930589-7|1
14865|19930616-1|1
14866|19930667-6|1
14867|19930676-8|1
14868|19930726-4|1
14869|19930673-3|1
14870|19930676-3|1
14871|19930725-9|1
14872|19930726-6|1
14873|19930483-14|1
14874|19930536-1|1
14875|19930536-3|1
14876|19930545-3|1
14877|19930577-1|1
14878|19930603-2|1
14879|19930603-5|1
14880|19930610-5|1
14881|19930724-7|1
14882|19930613-1|1
14883|19930616-3|1
14884|19930687-3|1
14885|19930724-8|1
14886|19930589-5|1
14887|19930665-2|1
14888|19930673-1|1
14889|19930676-1|1
14890|19930725-4|1
14891|19930726-5|1
14892|19930790-1|1
14893|19930800-4|1
14894|19930812-1|1
14895|19930444-2|1
14896|19930445-2|1
14897|19930453-1|1
14898|19930473-2|1
14899|19930483-11|1
14900|19930483-3|1
14901|19930533-4|1
14902|19930535-2|1
14903|19930589-10|1
14904|19930594-1|1
14905|19930612-1|1
14906|19930612-3|1
14907|19930724-2|1
14908|19930821-3|1
14909|19930610-2|1
14910|19930676-6|1
14911|19930676-9|1
14912|19930757-2|1
14913|19930818-5|1
14914|19930589-6|1
14915|19930724-5|1
14916|19930788-1|1
14917|19930818-4|1
14918|19930812-3|1
14919|19930821-1|1
14920|19930823-1|1
14921|19930835-11|1
14922|19930666-3|1
14923|19930666-6|1
14924|19930818-11|1
14925|19930835-1|1
14926|19930725-3|1
14927|19930799-1|1
14928|19930818-2|1
14929|19930841-2|1
14930|19930741-1|1
14931|19930800-1|1
14932|19930817-2|1
14933|19930858-3|1
14934|19930858-4|1
14935|19930470-1|1
14936|19930533-6|1
14937|19930573-6|1
14938|19930612-5|1
14939|19930783-2|1
14940|19930687-2|1
14941|19930798-3|1
14942|19930825-1|1
14943|19930884-3|1
14944|19930788-2|1
14945|19930789-1|1
14946|19930800-2|1
14947|19930818-10|1
14948|19930887-8|1
14949|19930798-2|1
14950|19930800-3|1
14951|19930818-7|1
14952|19930858-2|1
14953|19930741-2|1
14954|19930757-1|1
14955|19930785-1|1
14956|19930798-1|1
14957|19930724-4|1
14958|19930726-1|1
14959|19930741-3|1
14960|19930789-2|1
14961|19930739-1|1
14962|19930799-2|1
14963|19930812-4|1
14964|19930817-4|1
14965|19930885-1|1
14966|19930799-4|1
14967|19930818-8|1
14968|19930887-2|1
14969|19930887-6|1
14970|19930894-5|1
14971|19930603-6|1
14972|19930603-7|1
14973|19930610-3|1
14974|19930615-1|1
14975|19930726-2|1
14976|19930817-1|1
14977|19930817-3|1
14978|19930835-2|1
14979|19930890-4|1
14980|19930907-4|1
14981|19930667-3|1
14982|19930676-7|1
14983|19930725-6|1
14984|19930825-2|1
14985|19930724-6|1
14986|19930835-4|1
14987|19930858-1|1
14988|19930883-1|1
14989|19930738-1|1
14990|19930783-1|1
14991|19930799-3|1
14992|19930835-8|1
14993|19930889-1|1
14994|19930848-3|1
14995|19930849-2|1
14996|19930887-1|1
14997|19930887-5|1
14998|19930818-1|1
14999|19930835-6|1
15000|19930841-4|1
15001|19930923-1|1
15002|19930665-3|1
15003|19930667-4|1
15004|19930673-2|1
15005|19930676-2|1
15006|19930725-1|1
15007|19930725-7|1
15008|19930725-8|1
15009|19930812-2|1
15010|19930818-3|1
15011|19930894-6|1
15012|19930906-1|1
15013|19930938-3|1
15014|19930887-3|1
15015|19930890-1|1
15016|19930894-1|1
15017|19930938-4|1
15018|19930886-1|1
15019|19930890-5|1
15020|19930907-3|1
15021|19930923-2|1
15022|19930907-5|1
15023|19930964-3|1
15024|19930964-6|1
15025|19930924-8|1
15026|19930938-1|1
15027|19930964-10|1
15028|19930964-5|1
15029|19930790-2|1
15030|19930835-12|1
15031|19930894-3|1
15032|19930906-2|1
15033|19930907-2|1
15034|19930849-1|1
15035|19930849-3|1
15036|19930884-2|1
15037|19930887-7|1
15038|19930893-2|1
15039|19930924-9|1
15040|19930938-7|1
15041|19930986-2|1
15042|19930848-1|1
15043|19930890-2|1
15044|19930894-2|1
15045|19930964-8|1
15046|19930821-2|1
15047|19930841-3|1
15048|19930884-4|1
15049|19930907-1|1
15050|19930894-4|1
15051|19930924-2|1
15052|19930982-1|1
15053|19930982-5|1
15054|19931036-2|1
15055|19930835-10|1
15056|19930905-2|1
15057|19930964-7|1
15058|19930982-13|1
15059|19930835-3|1
15060|19930835-7|1
15061|19930888-1|1
15062|19930982-2|1
15063|19931036-5|1
15064|19930986-4|1
15065|19931035-1|1
15066|19931036-4|1
15067|19931042-2|1
15068|19930938-6|1
15069|19930999-3|1
15070|19931034-1|1
15071|19931034-4|1
15072|19930858-5|1
15073|19930887-4|1
15074|19930890-6|1
15075|19931060-2|1
15076|19931051-8|1
15077|19931072-2|1
15078|19931072-7|1
15079|19931073-12|1
15080|19931035-4|1
15081|19931035-5|1
15082|19931043-1|1
15083|19931051-3|1
15084|19931051-5|1
15085|19931088-4|1
15086|19931088-5|1
15087|19931088-8|1
15088|19930982-10|1
15089|19930982-12|1
15090|19930986-1|1
15091|19930986-3|1
15092|19931121-2|1
15093|19931135-2|1
15094|19931150-3|1
15095|19931216-1|1
15096|19931330-2|1
15097|19931390-2|1
15098|19931401-6|1
15099|19930900-1|1
15100|19930938-5|1
15101|19930982-14|1
15102|19931051-9|1
15103|19931034-3|1
15104|19931035-3|1
15105|19931123-1|1
15106|19931123-8|1
15107|19931156-10|1
15108|19931401-2|1
15109|19931419-13|1
15110|19931425-12|1
15111|19930980-1|1
15112|19930982-15|1
15113|19930999-2|1
15114|19931035-2|1
15115|19931414-1|1
15116|19931419-3|1
15117|19931504-10|1
15118|19931561-8|1
15119|19931562-2|1
15120|19931121-6|1
15121|19931267-1|1
15122|19931275-4|1
15123|19931520-2|1
15124|19931610-2|1
15125|19931611-6|1
15126|19931616-9|1
15127|19931621-2|1
15128|19931127-2|1
15129|19931128-2|1
15130|19931319-9|1
15131|19931372-3|1
15132|19931319-11|1
15133|19931319-7|1
15134|19931401-3|1
15135|19931457-2|1
15136|19931051-2|1
15137|19931072-3|1
15138|19931122-3|1
15139|19931128-1|1
15140|19930818-9|1
15141|19930835-5|1
15142|19930835-9|1
15143|19930841-1|1
15144|19930887-9|1
15145|19931609-2|1
15146|19931617-3|1
15147|19931621-15|1
15148|19931663-3|1
15149|19931776-29|1
15150|19931778-16|1
15151|19931778-6|1
15152|19931804-3|1
15153|19931813-1|1
15154|19931130-5|1
15155|19931130-9|1
15156|19931303-1|1
15157|19931319-10|1
15158|19931654-6|1
15159|19931654-7|1
15160|19931655-1|1
15161|19931702-4|1
15162|19931420-5|1
15163|19931498-1|1
15164|19931504-4|1
15165|19931616-5|1
15166|19931051-4|1
15167|19931153-1|1
15168|19931153-3|1
15169|19931216-3|1
15170|19931777-4|1
15171|19931777-5|1
15172|19931777-9|1
15173|19931716-3|1
15174|19931723-1|1
15175|19931776-11|1
15176|19931777-26|1
15177|19931390-3|1
15178|19931397-1|1
15179|19931425-13|1
15180|19931426-5|1
15181|19931835-6|1
15182|19931880-14|1
15183|19931975-10|1
15184|19932059-13|1
15185|19931239-1|1
15186|19931241-1|1
15187|19931419-1|1
15188|19931419-4|1
15189|19931620-2|1
15190|19931621-14|1
15191|19931622-9|1
15192|19931702-1|1
15193|19931777-8|1
15194|19931778-17|1
15195|19931778-22|1
15196|19931813-2|1
15197|19931778-12|1
15198|19931789-2|1
15199|19931874-1|1
15200|19931880-23|1
15201|19931504-8|1
15202|19931591-1|1
15203|19931609-3|1
15204|19931620-1|1
15205|19931621-3|1
15206|19932059-3|1
15207|19932084-3|1
15208|19932096-1|1
15209|19932110-1|1
15210|19931425-11|1
15211|19931500-2|1
15212|19931561-7|1
15213|19931579-4|1
15214|19930906-3|1
15215|19930917-1|1
15216|19930938-2|1
15217|19930938-8|1
15218|19931051-6|1
15219|19931776-10|1
15220|19931776-36|1
15221|19931777-16|1
15222|19931804-6|1
15223|19931621-5|1
15224|19931622-7|1
15225|19931744-2|1
15226|19931776-7|1
15227|19931883-4|1
15228|19931892-2|1
15229|19931985-1|1
15230|19931998-2|1
15231|19931610-7|1
15232|19931611-2|1
15233|19931619-1|1
15234|19931700-2|1
15235|19931804-7|1
15236|19931874-9|1
15237|19931880-11|1
15238|19931883-5|1
15239|19931723-3|1
15240|19931776-30|1
15241|19931777-14|1
15242|19931777-25|1
15243|19931777-6|1
15244|19931778-23|1
15245|19931806-1|1
15246|19931811-1|1
15247|19931088-2|1
15248|19931121-3|1
15249|19931127-1|1
15250|19931135-1|1
15251|19930924-10|1
15252|19930924-5|1
15253|19930924-6|1
15254|19930982-9|1
15255|19931043-2|1
15256|19931874-10|1
15257|19931880-17|1
15258|19931998-3|1
15259|19932059-15|1
15260|19931778-15|1
15261|19931804-4|1
15262|19931804-5|1
15263|19931880-13|1
15264|19931051-12|1
15265|19931129-2|1
15266|19931156-4|1
15267|19931156-7|1
15268|19931239-4|1
15269|19931880-15|1
15270|19932082-1|1
15271|19932084-1|1
15272|19932123-4|1
15273|19930848-2|1
15274|19930900-3|1
15275|19930963-2|1
15276|19930964-1|1
15277|19930982-3|1
15278|19932059-19|1
15279|19932059-4|1
15280|19932059-8|1
15281|19930893-1|1
15282|19930900-2|1
15283|19930905-1|1
15284|19930924-3|1
15285|19930999-1|1
15286|19931072-6|1
15287|19931122-1|1
15288|19931122-4|1
15289|19931123-6|1
15290|19931154-1|1
15291|19931156-3|1
15292|19931156-9|1
15293|19930884-1|1
15294|19930924-1|1
15295|19930982-11|1
15296|19931150-1|1
15297|19931156-2|1
15298|19931156-5|1
15299|19931255-1|1
15300|19931275-5|1
15301|19931305-2|1
15302|19931319-4|1
15303|19931319-8|1
15304|19931340-1|1
15305|19931420-1|1
15306|19931135-3|1
15307|19931135-5|1
15308|19931150-2|1
15309|19931275-3|1
15310|19930899-1|1
15311|19930924-4|1
15312|19930964-2|1
15313|19931130-8|1
15314|19930531-1|1
15315|19930533-1|1
15316|19930589-4|1
15317|19930818-6|1
15318|19930886-2|1
15319|19931073-6|1
15320|19931073-9|1
15321|19931088-10|1
15322|19931135-6|1
15323|19931153-2|1
15324|19931312-2|1
15325|19931314-3|1
15326|19931419-8|1
15327|19931420-2|1
15328|19931426-1|1
15329|19930982-17|1
15330|19931034-2|1
15331|19931060-1|1
15332|19931073-1|1
15333|19931088-6|1
15334|19931464-1|1
15335|19931561-6|1
15336|19931609-4|1
15337|19931610-4|1
15338|19931621-10|1
15339|19930924-7|1
15340|19930964-4|1
15341|19930964-9|1
15342|19931072-4|1
15343|19931236-1|1
15344|19931239-5|1
15345|19931419-6|1
15346|19931422-1|1
15347|19931042-1|1
15348|19931051-10|1
15349|19931072-1|1
15350|19931073-10|1
15351|19930982-7|1
15352|19931036-3|1
15353|19931051-1|1
15354|19931088-11|1
15355|19931073-11|1
15356|19931121-1|1
15357|19931121-4|1
15358|19931216-5|1
15359|19931267-2|1
15360|19931267-3|1
15361|19931319-12|1
15362|19930963-1|1
15363|19931072-5|1
15364|19931073-5|1
15365|19931121-8|1
15366|19931978-6|1
15367|19932083-2|1
15368|19932126-1|1
15369|19932131-7|1
15370|19930982-16|1
15371|19930982-8|1
15372|19930999-4|1
15373|19930999-5|1
15374|19931036-1|1
15375|19931425-15|1
15376|19931560-2|1
15377|19931600-2|1
15378|19931654-8|1
15379|19931874-5|1
15380|19932059-2|1
15381|19932084-2|1
15382|19932171-2|1
15383|19931127-3|1
15384|19931130-4|1
15385|19931239-2|1
15386|19931340-2|1
15387|19931043-3|1
15388|19931044-1|1
15389|19931051-7|1
15390|19931073-8|1
15391|19931579-3|1
15392|19931616-1|1
15393|19931617-6|1
15394|19931699-1|1
15395|19931744-3|1
15396|19931425-5|1
15397|19931486-1|1
15398|19931500-1|1
15399|19931504-1|1
15400|19931702-2|1
15401|19931702-3|1
15402|19931776-25|1
15403|19931777-15|1
15404|19930890-3|1
15405|19931121-7|1
15406|19931151-2|1
15407|19931156-6|1
15408|19931304-2|1
15409|19931314-9|1
15410|19931414-2|1
15411|19931419-11|1
15412|19931390-1|1
15413|19931395-1|1
15414|19931401-8|1
15415|19931419-12|1
15416|19931129-4|1
15417|19931156-8|1
15418|19931216-4|1
15419|19931312-1|1
15420|19931314-5|1
15421|19931042-3|1
15422|19931051-11|1
15423|19931073-3|1
15424|19931121-5|1
15425|19931123-2|1
15426|19931123-5|1
15427|19931151-1|1
15428|19931504-9|1
15429|19931561-4|1
15430|19931609-6|1
15431|19931611-3|1
15432|19931611-5|1
15433|19931425-1|1
15434|19931426-6|1
15435|19931520-3|1
15436|19931610-6|1
15437|19930890-7|1
15438|19930982-4|1
15439|19930982-6|1
15440|19931073-4|1
15441|19931088-9|1
15442|19931123-4|1
15443|19931314-4|1
15444|19931314-6|1
15445|19931330-1|1
15446|19931396-1|1
15447|19931419-2|1
15448|19931420-10|1
15449|19931502-1|1
15450|19931514-1|1
15451|19931561-1|1
15452|19931610-3|1
15453|19931610-5|1
15454|19931216-2|1
15455|19931314-10|1
15456|19931314-8|1
15457|19931319-2|1
15458|19931616-4|1
15459|19931619-2|1
15460|19931622-1|1
15461|19931622-11|1
15462|19931130-3|1
15463|19931155-2|1
15464|19931237-1|1
15465|19931241-2|1
15466|19931396-2|1
15467|19931420-7|1
15468|19931561-2|1
15469|19931561-3|1
15470|19931579-1|1
15471|19931319-3|1
15472|19931370-1|1
15473|19931425-6|1
15474|19931504-12|1
15475|19931314-1|1
15476|19931330-3|1
15477|19931372-2|1
15478|19931401-4|1
15479|19931401-5|1
15480|19931319-5|1
15481|19931425-14|1
15482|19931425-3|1
15483|19931556-2|1
15484|19931123-3|1
15485|19931130-6|1
15486|19931135-4|1
15487|19931156-1|1
15488|19931088-1|1
15489|19931088-3|1
15490|19931122-2|1
15491|19931130-1|1
15492|19931616-7|1
15493|19931701-7|1
15494|19931701-8|1
15495|19931776-2|1
15496|19931401-1|1
15497|19931425-2|1
15498|19931426-7|1
15499|19931484-1|1
15500|19931419-7|1
15501|19931425-10|1
15502|19931425-7|1
15503|19931426-4|1
15504|19931611-1|1
15505|19931701-3|1
15506|19931776-24|1
15507|19931776-37|1
15508|19931616-3|1
15509|19931621-13|1
15510|19931654-5|1
15511|19931702-5|1
15512|19931420-6|1
15513|19931425-8|1
15514|19931425-9|1
15515|19931426-3|1
15516|19931617-2|1
15517|19931746-3|1
15518|19931776-20|1
15519|19931776-38|1
15520|19931275-1|1
15521|19931396-3|1
15522|19931502-3|1
15523|19931504-7|1
15524|19931504-5|1
15525|19931609-7|1
15526|19931622-10|1
15527|19931622-5|1
15528|19931369-1|1
15529|19931375-1|1
15530|19931401-7|1
15531|19931419-14|1
15532|19931654-4|1
15533|19931700-3|1
15534|19931701-1|1
15535|19931776-15|1
15536|19931073-2|1
15537|19931073-7|1
15538|19931123-7|1
15539|19931129-1|1
15540|19931777-2|1
15541|19931778-27|1
15542|19931812-2|1
15543|19931155-1|1
15544|19931239-6|1
15545|19931305-1|1
15546|19931314-2|1
15547|19931419-10|1
15548|19931776-22|1
15549|19931776-41|1
15550|19931776-9|1
15551|19931777-11|1
15552|19931088-7|1
15553|19931129-3|1
15554|19931150-4|1
15555|19931319-6|1
15556|19931777-12|1
15557|19931777-23|1
15558|19931778-1|1
15559|19931778-10|1
15560|19931153-4|1
15561|19931239-3|1
15562|19931239-7|1
15563|19931314-7|1
15564|19931419-9|1
15565|19931835-4|1
15566|19931880-21|1
15567|19931970-1|1
15568|19931978-3|1
15569|19931420-3|1
15570|19931425-4|1
15571|19931502-2|1
15572|19931556-4|1
15573|19931776-23|1
15574|19931777-10|1
15575|19931777-18|1
15576|19931372-1|1
15577|19931416-1|1
15578|19931420-8|1
15579|19931420-9|1
15580|19931520-1|1
15581|19931561-9|1
15582|19931579-2|1
15583|19931610-1|1
15584|19931616-2|1
15585|19932058-3|1
15586|19932108-2|1
15587|19932127-1|1
15588|19932131-10|1
15589|19932131-2|1
15590|19931591-2|1
15591|19931600-1|1
15592|19931601-1|1
15593|19931621-12|1
15594|19931776-27|1
15595|19931776-32|1
15596|19931777-29|1
15597|19931777-20|1
15598|19931777-3|1
15599|19931777-7|1
15600|19931560-1|1
15601|19931609-5|1
15602|19931611-4|1
15603|19931622-8|1
15604|19931663-2|1
15605|19931778-29|1
15606|19931879-3|1
15607|19931966-1|1
15608|19931975-6|1
15609|19931778-24|1
15610|19931778-28|1
15611|19931778-7|1
15612|19931879-1|1
15613|19931622-4|1
15614|19931701-4|1
15615|19931764-1|1
15616|19931776-14|1
15617|19931700-7|1
15618|19931701-2|1
15619|19931701-5|1
15620|19931716-1|1
15621|19931654-3|1
15622|19931754-1|1
15623|19931777-17|1
15624|19931806-3|1
15625|19931421-1|1
15626|19931457-1|1
15627|19931561-5|1
15628|19931621-11|1
15629|19931776-21|1
15630|19931777-1|1
15631|19931778-9|1
15632|19931806-2|1
15633|19931812-3|1
15634|19931835-7|1
15635|19931892-1|1
15636|19931939-1|1
15637|19931500-3|1
15638|19931504-2|1
15639|19931504-3|1
15640|19931556-5|1
15641|19931562-1|1
15642|19931621-4|1
15643|19931621-9|1
15644|19931746-1|1
15645|19931764-2|1
15646|19931601-2|1
15647|19931609-1|1
15648|19931616-6|1
15649|19931621-1|1
15650|19931700-4|1
15651|19931700-5|1
15652|19931776-28|1
15653|19931777-24|1
15654|19931556-3|1
15655|19931663-4|1
15656|19931701-6|1
15657|19931744-1|1
15658|19931778-14|1
15659|19931880-2|1
15660|19931880-5|1
15661|19931978-10|1
15662|19931776-16|1
15663|19931776-35|1
15664|19931776-8|1
15665|19931789-4|1
15666|19931814-1|1
15667|19931880-19|1
15668|19931880-20|1
15669|19931883-1|1
15670|19931499-1|1
15671|19931504-13|1
15672|19931504-6|1
15673|19931556-1|1
15674|19931617-1|1
15675|19931776-39|1
15676|19931777-22|1
15677|19931778-11|1
15678|19931778-18|1
15679|19931975-9|1
15680|19932059-7|1
15681|19932060-3|1
15682|19932126-2|1
15683|19931621-8|1
15684|19931654-2|1
15685|19931699-2|1
15686|19931776-4|1
15687|19931835-8|1
15688|19931880-3|1
15689|19931883-2|1
15690|19931883-6|1
15691|19931812-1|1
15692|19931874-4|1
15693|19931883-3|1
15694|19931778-25|1
15695|19931790-1|1
15696|19931872-1|1
15697|19931880-18|1
15698|19931776-1|1
15699|19931776-18|1
15700|19931776-34|1
15701|19931777-19|1
15702|19931978-7|1
15703|19932059-14|1
15704|19932059-9|1
15705|19931777-27|1
15706|19931778-13|1
15707|19931778-31|1
15708|19931880-12|1
15709|19931776-6|1
15710|19931777-28|1
15711|19931778-20|1
15712|19931778-8|1
15713|19931939-2|1
15714|19931975-2|1
15715|19932059-17|1
15716|19932061-1|1
15717|19931654-1|1
15718|19931776-19|1
15719|19931776-31|1
15720|19931778-30|1
15721|19931874-7|1
15722|19931879-4|1
15723|19931880-1|1
15724|19932083-1|1
15725|19931778-26|1
15726|19931778-4|1
15727|19931789-3|1
15728|19931892-3|1
15729|19931939-4|1
15730|19931976-4|1
15731|19931978-12|1
15732|19932058-1|1
15733|19932131-1|1
15734|19931617-4|1
15735|19931617-5|1
15736|19931622-6|1
15737|19931655-2|1
15738|19931663-1|1
15739|19931880-9|1
15740|19932060-1|1
15741|19932084-4|1
15742|19932169-2|1
15743|19931723-2|1
15744|19931776-12|1
15745|19931778-21|1
15746|19931778-32|1
15747|19931622-2|1
15748|19931622-3|1
15749|19931700-1|1
15750|19931776-40|1
15751|19931835-5|1
15752|19931880-4|1
15753|19931892-4|1
15754|19931939-3|1
15755|19931978-11|1
15756|19931811-2|1
15757|19931874-8|1
15758|19931880-8|1
15759|19931716-2|1
15760|19931776-33|1
15761|19931777-21|1
15762|19931778-3|1
15763|19931978-2|1
15764|19932059-10|1
15765|19932123-1|1
15766|19932131-3|1
15767|19931981-1|1
15768|19932059-11|1
15769|19932110-2|1
15770|19932110-3|1
15771|19931804-1|1
15772|19931835-3|1
15773|19931835-9|1
15774|19931874-3|1
15775|19931879-2|1
15776|19931927-2|1
15777|19931976-3|1
15778|19931978-4|1
15779|19932058-4|1
15780|19931776-5|1
15781|19931778-2|1
15782|19931789-1|1
15783|19931798-1|1
15784|19931835-1|1
15785|19931880-16|1
15786|19931927-1|1
15787|19931975-1|1
15788|19931976-2|1
15789|19932131-8|1
15790|19932135-1|1
15791|19932144-3|1
15792|19931130-2|1
15793|19931130-7|1
15794|19931241-3|1
15795|19931275-2|1
15796|19931304-1|1
15797|19931304-3|1
15798|19931319-1|1
15799|19931419-5|1
15800|19931420-4|1
15801|19931426-2|1
15802|19931484-2|1
15803|19931504-11|1
15804|19931978-1|1
15805|19932059-12|1
15806|19932170-2|1
15807|19931611-7|1
15808|19931700-6|1
15809|19931746-2|1
15810|19931776-13|1
15811|19931776-17|1
15812|19931776-26|1
15813|19931776-3|1
15814|19931777-13|1
15815|19931778-19|1
15816|19931778-34|1
15817|19931874-6|1
15818|19931880-10|1
15819|19931880-22|1
15820|19931975-8|1
15821|19931978-5|1
15822|19931978-9|1
15823|19932123-3|1
15824|19932131-9|1
15825|19932135-2|1
15826|19932193-1|1
15827|19932059-18|1
15828|19932060-2|1
15829|19932145-1|1
15830|19932249-1|1
15831|19931975-4|1
15832|19931975-5|1
15833|19931998-1|1
15834|19932058-2|1
15835|19932174-5|1
15836|19931975-7|1
15837|19931976-1|1
15838|19931978-8|1
15839|19932193-2|1
15840|19932248-1|1
15841|19932059-1|1
15842|19932123-5|1
15843|19932144-2|1
15844|19932169-1|1
15845|19932059-6|1
15846|19932163-1|1
15847|19932174-2|1
15848|19932246-2|1
15849|19932123-2|1
15850|19932171-1|1
15851|19932246-1|1
15852|19932296-1|1
15853|19932297-3|1
15854|19932303-2|1
15855|19932308-3|1
15856|19932059-16|1
15857|19932127-3|1
15858|19932174-6|1
15859|19932296-2|1
15860|19932127-2|1
15861|19932131-6|1
15862|19932152-3|1
15863|19932174-4|1
15864|19932296-4|1
15865|19932198-2|1
15866|19932295-2|1
15867|19932298-2|1
15868|19932144-1|1
15869|19932298-3|1
15870|19932303-4|1
15871|19932322-1|1
15872|19932283-1|1
15873|19932298-4|1
15874|19932322-3|1
15875|19932190-2|1
15876|19932283-5|1
15877|19932297-4|1
15878|19932190-1|1
15879|19932303-1|1
15880|19932308-2|1
15881|19932313-1|1
15882|19932295-4|1
15883|19932322-9|1
15884|19932363-19|1
15885|19932170-1|1
15886|19932295-3|1
15887|19932297-1|1
15888|19932308-5|1
15889|19932322-13|1
15890|19932322-6|1
15891|19932329-2|1
15892|19932363-14|1
15893|19932174-3|1
15894|19932190-3|1
15895|19932298-1|1
15896|19932363-10|1
15897|19932363-15|1
15898|19932363-23|1
15899|19932395-1|1
15900|19932061-2|1
15901|19932108-1|1
15902|19932281-2|1
15903|19932297-2|1
15904|19932338-3|1
15905|19932363-21|1
15906|19932363-22|1
15907|19932384-1|1
15908|19932395-10|1
15909|19932395-5|1
15910|19932396-4|1
15911|19932396-5|1
15912|19932152-1|1
15913|19932322-11|1
15914|19932329-3|1
15915|19932384-3|1
15916|19932308-1|1
15917|19932322-12|1
15918|19932338-4|1
15919|19932395-7|1
15920|19932312-1|1
15921|19932363-12|1
15922|19932367-2|1
15923|19932414-1|1
15924|19932415-2|1
15925|19932322-5|1
15926|19932322-8|1
15927|19932329-1|1
15928|19932363-16|1
15929|19932363-4|1
15930|19932391-1|1
15931|19932416-1|1
15932|19932445-3|1
