Id|Codigo|Habilitado
102132|20086827-3|1
102133|20086887-1|1
102134|20086888-3|1
102135|20086903-1|1
102136|20086888-4|1
102137|20086913-5|1
102138|20086950-1|1
102139|20086950-2|1
102140|20086917-6|1
102141|20086945-5|1
102142|20086987-15|1
102143|20086987-18|1
102144|20086916-5|1
102145|20086917-3|1
102146|20086999-6|1
102147|20086999-9|1
102148|20086480-1|1
102149|20086613-5|1
102150|20086826-3|1
102151|20086885-3|1
102152|20086955-5|1
102153|20086987-4|1
102154|20086997-7|1
102155|20087007-8|1
102156|20087008-5|1
102157|20087187-51|1
102158|20087187-57|1
102159|20087188-3|1
102160|20087076-7|1
102161|20087103-2|1
102162|20087187-2|1
102163|20087187-34|1
102164|20087187-61|1
102165|20087187-8|1
102166|20087192-2|1
102167|20087268-1|1
102168|20087007-3|1
102169|20087192-3|1
102170|20087242-1|1
102171|20087268-11|1
102172|20086987-3|1
102173|20086999-4|1
102174|20087007-7|1
102175|20087030-4|1
102176|20087268-7|1
102177|20087268-8|1
102178|20087287-3|1
102179|20087288-3|1
102180|20087268-10|1
102181|20087322-1|1
102182|20087350-6|1
102183|20087385-3|1
102184|20087430-5|1
102185|20087038-6|1
102186|20087164-1|1
102187|20087187-13|1
102188|20087187-17|1
102189|20087187-49|1
102190|20087297-1|1
102191|20087350-4|1
102192|20087447-4|1
102193|20087447-5|1
102194|20087456-26|1
102195|20087456-3|1
102196|20087456-49|1
102197|20085090-18|1
102198|20085091-10|1
102199|20085387-8|1
102200|20085390-7|1
102201|20085391-51|1
102202|20085391-55|1
102203|20085391-56|1
102204|20085619-8|1
102205|20085743-6|1
102206|20085777-1|1
102207|20085777-2|1
102208|20085796-16|1
102209|20085796-21|1
102210|20085796-8|1
102211|20085894-1|1
102212|20086045-2|1
102213|20086217-2|1
102214|20087288-1|1
102215|20087320-1|1
102216|20087447-13|1
102217|20087456-40|1
102218|20087242-2|1
102219|20087257-5|1
102220|20087440-1|1
102221|20087430-8|1
102222|20087456-13|1
102223|20087456-24|1
102224|20087456-43|1
102225|20086350-4|1
102226|20086364-3|1
102227|20086452-9|1
102228|20086811-1|1
102229|20087221-1|1
102230|20087268-6|1
102231|20087430-4|1
102232|20087430-7|1
102233|20087456-23|1
102234|20086826-2|1
102235|20086885-2|1
102236|20086917-4|1
102237|20086945-7|1
102238|20086955-2|1
102239|20086987-1|1
102240|20086987-2|1
102241|20087007-1|1
102242|20087187-46|1
102243|20087261-2|1
102244|20087341-1|1
102245|20087456-22|1
102246|20087296-2|1
102247|20087310-2|1
102248|20087447-1|1
102249|20087447-2|1
102250|20087287-1|1
102251|20087314-1|1
102252|20087447-11|1
102253|20087447-6|1
102254|20087350-2|1
102255|20087430-2|1
102256|20087447-9|1
102257|20087456-2|1
102258|20087007-2|1
102259|20087083-1|1
102260|20087155-1|1
102261|20087233-1|1
102262|20087293-7|1
102263|20087299-1|1
102264|20087430-9|1
102265|20087447-10|1
102266|20087242-3|1
102267|20087261-1|1
102268|20087341-2|1
102269|20087385-1|1
102270|20087385-4|1
102271|20087430-6|1
102272|20087456-16|1
102273|20087456-38|1
102274|20087273-1|1
102275|20087350-5|1
102276|20087456-19|1
102277|20087456-41|1
102278|20087257-4|1
102279|20087287-4|1
102280|20087447-12|1
102281|20087456-25|1
102282|20087187-50|1
102283|20087268-14|1
102284|20087310-1|1
102285|20087447-7|1
102286|20087456-54|1
102287|20087456-6|1
102288|20087456-70|1
102289|20087493-2|1
102290|20087305-1|1
102291|20087440-2|1
102292|20087456-20|1
102293|20087456-5|1
102294|20087456-55|1
102295|20087456-73|1
102296|20087479-7|1
102297|20087504-5|1
102298|20087479-2|1
102299|20087479-3|1
102300|20087504-2|1
102301|20087515-1|1
102302|20087456-47|1
102303|20087456-53|1
102304|20087479-6|1
102305|20087493-4|1
102306|20087456-62|1
102307|20087479-1|1
102308|20087491-1|1
102309|20087510-6|1
102310|20087456-34|1
102311|20087456-37|1
102312|20087456-61|1
102313|20087515-3|1
102314|20087385-5|1
102315|20087456-44|1
102316|20087456-52|1
102317|20087456-59|1
102318|20087456-29|1
102319|20087516-3|1
102320|20087516-4|1
102321|20087293-6|1
102322|20087430-1|1
102323|20087456-18|1
102324|20087456-72|1
102325|20087456-64|1
102326|20087510-5|1
102327|20087519-1|1
102328|20087519-2|1
102329|20087447-3|1
102330|20087456-14|1
102331|20087456-21|1
102332|20087456-60|1
102333|20087479-9|1
102334|20087516-10|1
102335|20087521-3|1
102336|20087522-3|1
102337|20087504-3|1
102338|20087516-1|1
102339|20087516-11|1
102340|20087456-56|1
102341|20087456-68|1
102342|20087510-3|1
102343|20087521-6|1
102344|20087456-11|1
102345|20087456-35|1
102346|20087456-57|1
102347|20087479-4|1
102348|20087456-45|1
102349|20087456-7|1
102350|20087456-9|1
102351|20087516-2|1
102352|20087456-65|1
102353|20087521-2|1
102354|20087522-2|1
102355|20087523-1|1
102356|20087504-1|1
102357|20087504-6|1
102358|20087521-4|1
102359|20087522-1|1
102360|20087296-1|1
102361|20087350-7|1
102362|20087456-15|1
102363|20087456-69|1
102364|20087456-10|1
102365|20087456-46|1
102366|20087493-6|1
102367|20087518-1|1
102368|20087456-74|1
102369|20087518-2|1
102370|20087541-4|1
102371|20087542-4|1
102372|20087456-51|1
102373|20087493-1|1
102374|20087510-2|1
102375|20087521-5|1
102376|20087293-1|1
102377|20087293-2|1
102378|20087456-12|1
102379|20087456-67|1
102380|20087504-4|1
102381|20087510-1|1
102382|20087521-1|1
102383|20087545-4|1
102384|20087515-2|1
102385|20087516-6|1
102386|20087518-7|1
102387|20087578-1|1
102388|20087525-2|1
102389|20087526-1|1
102390|20087570-1|1
102391|20087456-63|1
102392|20087479-5|1
102393|20087516-8|1
102394|20087565-1|1
102395|20087539-1|1
102396|20087570-2|1
102397|20087579-1|1
102398|20087603-1|1
102399|20087543-2|1
102400|20087545-3|1
102401|20087547-1|1
102402|20087579-4|1
102403|20087447-8|1
102404|20087456-1|1
102405|20087456-32|1
102406|20087456-66|1
102407|20087518-3|1
102408|20087524-3|1
102409|20087525-3|1
102410|20087613-12|1
102411|20087456-4|1
102412|20087456-42|1
102413|20087456-50|1
102414|20087456-71|1
102415|20087456-8|1
102416|20087518-4|1
102417|20087520-1|1
102418|20087613-16|1
102419|20087493-5|1
102420|20087510-4|1
102421|20087524-2|1
102422|20087613-22|1
102423|20087516-7|1
102424|20087541-3|1
102425|20087542-3|1
102426|20087613-3|1
102427|20087456-36|1
102428|20087456-58|1
102429|20087479-8|1
102430|20087493-3|1
102431|20087578-2|1
102432|20087579-2|1
102433|20087579-6|1
102434|20087579-7|1
102435|20087585-1|1
102436|20087516-9|1
102437|20087518-6|1
102438|20087525-4|1
102439|20087553-1|1
102440|20087613-4|1
102441|20087613-9|1
102442|20087628-7|1
102443|20087636-2|1
102444|20087522-6|1
102445|20087541-2|1
102446|20087542-2|1
102447|20087567-1|1
102448|20087631-3|1
102449|20087545-1|1
102450|20087545-2|1
102451|20087545-7|1
102452|20087708-2|1
102453|20087515-4|1
102454|20087516-5|1
102455|20087517-3|1
102456|20087613-10|1
102457|20087555-1|1
102458|20087613-11|1
102459|20087613-18|1
102460|20087694-1|1
102461|20087521-7|1
102462|20087522-7|1
102463|20087526-2|1
102464|20087589-1|1
102465|20087603-2|1
102466|20087622-3|1
102467|20087722-1|1
102468|20087722-2|1
102469|20087631-1|1
102470|20087631-2|1
102471|20087636-1|1
102472|20087644-1|1
102473|20087669-1|1
102474|20087613-14|1
102475|20087613-17|1
102476|20087664-2|1
102477|20087717-3|1
102478|20087717-7|1
102479|20087717-8|1
102480|20087738-1|1
102481|20087717-9|1
102482|20087722-4|1
102483|20087738-12|1
102484|20087613-5|1
102485|20087628-8|1
102486|20087664-1|1
102487|20087717-4|1
102488|20087580-1|1
102489|20087628-2|1
102490|20087630-1|1
102491|20087738-15|1
102492|20087613-15|1
102493|20087613-21|1
102494|20087613-7|1
102495|20087669-4|1
102496|20087456-31|1
102497|20087456-33|1
102498|20087456-39|1
102499|20087579-5|1
102500|20087518-5|1
102501|20087519-4|1
102502|20087522-4|1
102503|20087545-6|1
102504|20087525-1|1
102505|20087536-1|1
102506|20087560-1|1
102507|20087738-13|1
102508|20087625-1|1
102509|20087636-3|1
102510|20087639-1|1
102511|20087738-19|1
102512|20087488-1|1
102513|20087562-1|1
102514|20087613-13|1
102515|20087628-1|1
102516|20087613-19|1
102517|20087642-1|1
102518|20087708-1|1
102519|20087738-11|1
102520|20087628-6|1
102521|20087717-6|1
102522|20087738-3|1
102523|20087622-1|1
102524|20087628-3|1
102525|20087663-1|1
102526|20087738-14|1
102527|20087648-1|1
102528|20087648-2|1
102529|20087722-3|1
102530|20087738-16|1
102531|20087717-5|1
102532|20087721-2|1
102533|20087722-5|1
102534|20087738-9|1
102535|20087522-5|1
102536|20087541-1|1
102537|20087542-1|1
102538|20087545-5|1
102539|20087517-2|1
102540|20087628-4|1
102541|20087694-2|1
102542|20087717-2|1
102543|20087738-8|1
102544|20087754-1|1
102545|20087756-4|1
102546|20087826-3|1
102547|20087613-23|1
102548|20087613-6|1
102549|20087754-2|1
102550|20087884-3|1
102551|20087517-1|1
102552|20087519-3|1
102553|20087524-1|1
102554|20087524-4|1
102555|20087738-4|1
102556|20087738-5|1
102557|20087884-1|1
102558|20087613-1|1
102559|20087717-10|1
102560|20087761-3|1
102561|20087902-2|1
102562|20087657-1|1
102563|20087766-6|1
102564|20087873-1|1
102565|20087894-2|1
102566|20087756-2|1
102567|20087849-1|1
102568|20087849-2|1
102569|20087919-6|1
102570|20087738-21|1
102571|20087809-1|1
102572|20087919-9|1
102573|20087933-3|1
102574|20087613-20|1
102575|20087645-1|1
102576|20087657-3|1
102577|20087721-1|1
102578|20087536-2|1
102579|20087543-1|1
102580|20087613-2|1
102581|20087669-2|1
102582|20087834-4|1
102583|20087855-1|1
102584|20087923-10|1
102585|20087923-12|1
102586|20087950-2|1
102587|20087613-8|1
102588|20087622-2|1
102589|20087669-3|1
102590|20087855-2|1
102591|20087894-1|1
102592|20087923-5|1
102593|20087950-7|1
102594|20087951-3|1
102595|20087738-7|1
102596|20087919-3|1
102597|20087919-4|1
102598|20088011-9|1
102599|20087778-1|1
102600|20087834-2|1
102601|20087919-1|1
102602|20087919-5|1
102603|20087951-4|1
102604|20087951-5|1
102605|20088011-1|1
102606|20088043-11|1
102607|20087877-1|1
102608|20087884-2|1
102609|20087884-4|1
102610|20087891-1|1
102611|20087852-1|1
102612|20087919-2|1
102613|20088011-6|1
102614|20088043-2|1
102615|20087933-4|1
102616|20087933-7|1
102617|20088043-5|1
102618|20088050-1|1
102619|20087950-4|1
102620|20088011-5|1
102621|20088043-8|1
102622|20088049-2|1
102623|20087919-12|1
102624|20088011-2|1
102625|20088047-1|1
102626|20088051-1|1
102627|20087579-3|1
102628|20087603-3|1
102629|20087738-17|1
102630|20087761-1|1
102631|20087738-2|1
102632|20087756-1|1
102633|20087839-1|1
102634|20087950-6|1
102635|20087628-5|1
102636|20087738-10|1
102637|20087756-5|1
102638|20088052-3|1
102639|20087761-4|1
102640|20087923-1|1
102641|20088043-9|1
102642|20088052-1|1
102643|20087648-3|1
102644|20087657-2|1
102645|20087761-5|1
102646|20087923-4|1
102647|20088043-4|1
102648|20088047-3|1
102649|20088091-1|1
102650|20088116-15|1
102651|20087933-2|1
102652|20088011-11|1
102653|20088043-1|1
102654|20088047-2|1
102655|20088050-2|1
102656|20088091-2|1
102657|20088116-1|1
102658|20088116-2|1
102659|20087923-9|1
102660|20087950-5|1
102661|20087951-6|1
102662|20087994-1|1
102663|20087826-4|1
102664|20087933-1|1
102665|20088116-14|1
102666|20088116-17|1
102667|20087717-1|1
102668|20087738-18|1
102669|20087761-2|1
102670|20087826-1|1
102671|20088043-6|1
102672|20088116-12|1
102673|20088116-31|1
102674|20087826-2|1
102675|20087834-3|1
102676|20087951-2|1
102677|20088034-1|1
102678|20087766-7|1
102679|20087923-7|1
102680|20088116-4|1
102681|20088116-5|1
102682|20087756-3|1
102683|20087834-1|1
102684|20087855-3|1
102685|20087891-2|1
102686|20088052-2|1
102687|20088116-16|1
102688|20088116-33|1
102689|20088252-14|1
102690|20087919-10|1
102691|20087923-8|1
102692|20088116-30|1
102693|20088116-37|1
102694|20087923-3|1
102695|20087951-1|1
102696|20088011-3|1
102697|20088049-3|1
102698|20088050-3|1
102699|20088116-10|1
102700|20088116-22|1
102701|20088116-29|1
102702|20088216-2|1
102703|20088252-11|1
102704|20088252-12|1
102705|20088252-9|1
102706|20088043-3|1
102707|20088116-26|1
102708|20088116-35|1
102709|20087902-1|1
102710|20087919-11|1
102711|20087923-6|1
102712|20088011-10|1
102713|20088116-24|1
102714|20088216-1|1
102715|20088257-4|1
102716|20088263-4|1
102717|20087923-11|1
102718|20087950-1|1
102719|20088051-3|1
102720|20088116-19|1
102721|20088116-23|1
102722|20088116-27|1
102723|20088264-1|1
102724|20088372-6|1
102725|20088116-34|1
102726|20088216-3|1
102727|20088371-1|1
102728|20088372-3|1
102729|20088116-8|1
102730|20088263-3|1
102731|20088263-8|1
102732|20088379-4|1
102733|20088252-10|1
102734|20088252-6|1
102735|20088257-1|1
102736|20088379-6|1
102737|20088043-10|1
102738|20088051-2|1
102739|20088116-32|1
102740|20088116-7|1
102741|20088252-1|1
102742|20088252-13|1
102743|20088257-2|1
102744|20088371-6|1
102745|20088372-7|1
102746|20088116-20|1
102747|20088252-7|1
102748|20088257-3|1
102749|20088257-5|1
102750|20087738-20|1
102751|20087951-7|1
102752|20088116-21|1
102753|20088491-2|1
102754|20088252-8|1
102755|20088257-6|1
102756|20088371-2|1
102757|20088567-5|1
102758|20088379-8|1
102759|20088448-2|1
102760|20088450-1|1
102761|20088565-4|1
102762|20088567-2|1
102763|20088263-5|1
102764|20088379-7|1
102765|20088448-1|1
102766|20088547-2|1
102767|20087933-6|1
102768|20088011-12|1
102769|20088011-4|1
102770|20088116-25|1
102771|20088379-1|1
102772|20088451-2|1
102773|20088567-1|1
102774|20088567-4|1
102775|20088571-2|1
102776|20087950-3|1
102777|20088043-7|1
102778|20088049-1|1
102779|20088252-3|1
102780|20088011-7|1
102781|20088116-11|1
102782|20088116-18|1
102783|20088116-9|1
102784|20088116-6|1
102785|20088371-3|1
102786|20088568-5|1
102787|20088578-5|1
102788|20088116-28|1
102789|20088116-3|1
102790|20088379-5|1
102791|20088574-1|1
102792|20087919-7|1
102793|20087919-8|1
102794|20087933-5|1
102795|20088011-8|1
102796|20088116-13|1
102797|20088263-1|1
102798|20088371-5|1
102799|20088450-4|1
102800|20088252-16|1
102801|20088372-5|1
102802|20088565-1|1
102803|20088578-4|1
102804|20088637-4|1
102805|20088547-4|1
102806|20088567-6|1
102807|20088634-6|1
102808|20088636-1|1
102809|20088693-1|1
102810|20088371-4|1
102811|20088372-2|1
102812|20088656-4|1
102813|20088700-1|1
102814|20088252-2|1
102815|20088263-2|1
102816|20088263-6|1
102817|20088372-4|1
102818|20088379-2|1
102819|20088448-3|1
102820|20088450-3|1
102821|20088491-1|1
102822|20088637-1|1
102823|20088637-2|1
102824|20088568-1|1
102825|20088634-4|1
102826|20088656-2|1
102827|20088713-7|1
102828|20088252-4|1
102829|20088634-5|1
102830|20088707-5|1
102831|20088713-11|1
102832|20088252-5|1
102833|20088263-7|1
102834|20088372-1|1
102835|20088565-2|1
102836|20088568-3|1
102837|20088547-3|1
102838|20088565-6|1
102839|20088574-2|1
102840|20088636-2|1
102841|20088698-1|1
102842|20088755-3|1
102843|20088755-5|1
102844|20088755-8|1
102845|20088571-3|1
102846|20088578-1|1
102847|20088634-2|1
102848|20088713-2|1
102849|20088568-6|1
102850|20088636-6|1
102851|20088713-6|1
102852|20088755-12|1
102853|20087923-2|1
102854|20088116-36|1
102855|20088636-4|1
102856|20088656-1|1
102857|20088451-3|1
102858|20088568-4|1
102859|20088634-3|1
102860|20088706-1|1
102861|20088755-11|1
102862|20088565-5|1
102863|20088567-3|1
102864|20088637-3|1
102865|20088707-4|1
102866|20088762-4|1
102867|20088252-15|1
102868|20088713-10|1
102869|20088786-4|1
102870|20089154-11|1
102871|20088707-1|1
102872|20088762-5|1
102873|20088779-1|1
102874|20088786-2|1
102875|20088636-5|1
102876|20088713-1|1
102877|20088755-10|1
102878|20088779-4|1
102879|20088755-13|1
102880|20088779-2|1
102881|20088932-1|1
102882|20089154-1|1
102883|20088578-6|1
102884|20088765-1|1
102885|20088777-2|1
102886|20089154-31|1
102887|20088774-1|1
102888|20088976-1|1
102889|20089154-34|1
102890|20089154-39|1
102891|20088755-4|1
102892|20088762-2|1
102893|20089154-10|1
102894|20089154-21|1
102895|20088760-1|1
102896|20088762-6|1
102897|20089048-1|1
102898|20089154-33|1
102899|20088568-2|1
102900|20088713-5|1
102901|20088777-3|1
102902|20089154-20|1
102903|20088713-8|1
102904|20088755-7|1
102905|20088762-3|1
102906|20089154-19|1
102907|20088637-5|1
102908|20088656-3|1
102909|20088755-1|1
102910|20088765-2|1
102911|20088637-6|1
102912|20088713-3|1
102913|20088755-9|1
102914|20088770-1|1
102915|20088770-2|1
102916|20089141-2|1
102917|20089154-41|1
102918|20089156-20|1
102919|20088451-1|1
102920|20088634-1|1
102921|20088713-4|1
102922|20088755-2|1
102923|20088760-4|1
102924|20088924-1|1
102925|20089154-28|1
102926|20089156-19|1
102927|20088150-2|1
102928|20088257-7|1
102929|20088491-3|1
102930|20088707-3|1
102931|20088571-4|1
102932|20088578-2|1
102933|20088786-5|1
102934|20089154-18|1
102935|20088150-1|1
102936|20088450-2|1
102937|20088547-1|1
102938|20088565-3|1
102939|20088786-3|1
102940|20089154-2|1
102941|20089154-5|1
102942|20089156-37|1
102943|20088760-2|1
102944|20088777-1|1
102945|20088976-2|1
102946|20089141-1|1
102947|20089156-29|1
102948|20089156-8|1
102949|20089313-5|1
102950|20089319-10|1
102951|20088760-5|1
102952|20088786-1|1
102953|20089023-1|1
102954|20089154-16|1
102955|20088760-3|1
102956|20088762-1|1
102957|20089154-25|1
102958|20089154-38|1
102959|20089154-40|1
102960|20089156-17|1
102961|20089156-22|1
102962|20089156-3|1
102963|20088636-3|1
102964|20089156-30|1
102965|20089156-33|1
102966|20089156-36|1
102967|20089154-35|1
102968|20089154-6|1
102969|20089156-13|1
102970|20089156-26|1
102971|20089154-42|1
102972|20089154-43|1
102973|20089156-10|1
102974|20089156-16|1
102975|20089156-15|1
102976|20089156-2|1
102977|20089156-25|1
102978|20089205-1|1
102979|20089154-12|1
102980|20089154-13|1
102981|20089154-23|1
102982|20089156-39|1
102983|20088777-4|1
102984|20089154-14|1
102985|20089181-1|1
102986|20089319-13|1
102987|20089141-3|1
102988|20089154-32|1
102989|20089313-2|1
102990|20089319-7|1
102991|20089156-27|1
102992|20089156-34|1
102993|20089156-9|1
102994|20089313-8|1
102995|20088707-2|1
102996|20088755-6|1
102997|20088774-2|1
102998|20089156-12|1
102999|20089156-18|1
103000|20089156-28|1
103001|20089156-41|1
103002|20089319-2|1
103003|20089156-6|1
103004|20089313-4|1
103005|20089319-11|1
103006|20089319-15|1
103007|20088379-3|1
103008|20088576-1|1
103009|20088578-3|1
103010|20089154-26|1
103011|20089156-35|1
103012|20089313-7|1
103013|20089319-5|1
103014|20089154-27|1
103015|20089355-1|1
103016|20089355-18|1
103017|20089355-28|1
103018|20089156-42|1
103019|20089319-9|1
103020|20089355-21|1
103021|20089355-26|1
103022|20089154-29|1
103023|20089154-8|1
103024|20089156-1|1
103025|20089156-11|1
103026|20088713-9|1
103027|20088779-3|1
103028|20089154-15|1
103029|20089154-22|1
103030|20089329-1|1
103031|20089329-2|1
103032|20089355-23|1
103033|20089355-37|1
103034|20089154-7|1
103035|20089156-21|1
103036|20089156-32|1
103037|20089205-2|1
103038|20089355-15|1
103039|20089355-22|1
103040|20089355-36|1
103041|20089378-5|1
103042|20089355-24|1
103043|20089355-7|1
103044|20089378-1|1
103045|20089437-4|1
103046|20089319-8|1
103047|20089343-2|1
103048|20089355-25|1
103049|20089355-3|1
103050|20089319-18|1
103051|20089319-6|1
103052|20089343-1|1
103053|20089378-2|1
103054|20089378-3|1
103055|20089440-1|1
103056|20089447-1|1
103057|20089154-24|1
103058|20089154-37|1
103059|20089156-14|1
103060|20089156-24|1
103061|20089355-30|1
103062|20089355-33|1
103063|20089355-40|1
103064|20089480-1|1
103065|20089319-24|1
103066|20089319-4|1
103067|20089355-5|1
103068|20089441-1|1
103069|20089154-17|1
103070|20089154-3|1
103071|20089154-36|1
103072|20089156-38|1
103073|20089156-40|1
103074|20089313-3|1
103075|20089319-1|1
103076|20089319-19|1
103077|20089329-3|1
103078|20089355-14|1
103079|20089355-38|1
103080|20089395-1|1
103081|20089355-11|1
103082|20089355-39|1
103083|20089378-4|1
103084|20089642-3|1
103085|20089319-20|1
103086|20089355-13|1
103087|20089355-2|1
103088|20089355-6|1
103089|20089156-43|1
103090|20089319-22|1
103091|20089319-23|1
103092|20089355-16|1
103093|20089519-4|1
103094|200896-1|1
103095|20089642-4|1
103096|20089685-10|1
103097|20089355-27|1
103098|20089370-2|1
103099|20089378-11|1
103100|20089685-13|1
103101|20089319-14|1
103102|20089329-4|1
103103|20089355-17|1
103104|20089399-1|1
103105|20089372-1|1
103106|20089519-2|1
103107|20089685-5|1
103108|20089685-6|1
103109|20089156-7|1
103110|20089313-1|1
103111|20089355-4|1
103112|20089355-41|1
103113|20089378-10|1
103114|20089378-9|1
103115|20089573-1|1
103116|20089573-2|1
103117|20089355-9|1
103118|20089519-1|1
103119|20089642-7|1
103120|20089706-7|1
103121|20089497-1|1
103122|20089519-3|1
103123|20089704-3|1
103124|20089706-4|1
103125|20089154-30|1
103126|20089156-4|1
103127|20089313-6|1
103128|20089313-9|1
103129|20089632-1|1
103130|20089685-3|1
103131|20089685-8|1
103132|20089724-10|1
103133|20089355-12|1
103134|20089355-19|1
103135|20089724-11|1
103136|20089724-14|1
103137|20089355-29|1
103138|20089441-2|1
103139|20089724-15|1
103140|20089724-18|1
103141|20089355-32|1
103142|20089355-43|1
103143|20089378-8|1
103144|20089447-2|1
103145|20089154-4|1
103146|20089154-9|1
103147|20089319-12|1
103148|20089378-6|1
103149|20089704-2|1
103150|20089704-5|1
103151|20089706-1|1
103152|20089781-2|1
103153|20089319-21|1
103154|20089355-8|1
103155|20089370-1|1
103156|20089378-12|1
103157|20089437-5|1
103158|20089449-2|1
103159|20089767-1|1
103160|20089806-2|1
103161|200896-3|1
103162|20089632-2|1
103163|20089724-13|1
103164|20089724-4|1
103165|20089821-1|1
103166|20089378-7|1
103167|20089437-3|1
103168|20089632-5|1
103169|20089642-1|1
103170|20089319-3|1
103171|20089355-31|1
103172|20089497-2|1
103173|20089706-2|1
103174|20089437-2|1
103175|20089632-3|1
103176|20089685-1|1
103177|20089706-5|1
103178|20089821-3|1
103179|20089832-3|1
103180|20089833-16|1
103181|20089833-3|1
103182|20089355-35|1
103183|20089437-1|1
103184|20089806-5|1
103185|20089836-13|1
103186|20089156-31|1
103187|20089319-16|1
103188|20089355-34|1
103189|20089674-1|1
103190|20089642-6|1
103191|20089724-12|1
103192|20089832-10|1
103193|20089832-7|1
103194|20089724-16|1
103195|20089724-19|1
103196|20089806-3|1
103197|20089812-2|1
103198|20089833-13|1
103199|20089685-11|1
103200|20089706-8|1
103201|20089833-12|1
103202|20089856-3|1
103203|20089355-42|1
103204|200896-2|1
103205|20089632-4|1
103206|20089642-2|1
103207|20089724-3|1
103208|20089781-1|1
103209|20089812-1|1
103210|20089833-7|1
103211|20089156-23|1
103212|20089156-5|1
103213|20089319-17|1
103214|20089687-3|1
103215|20089832-9|1
103216|20089833-4|1
103217|20089833-9|1
103218|20089956-1|1
103219|20089833-15|1
103220|20089833-6|1
103221|20089856-1|1
103222|20089964-2|1
103223|20089833-8|1
103224|20089836-16|1
103225|20089873-1|1
103226|20089888-3|1
103227|20089806-1|1
103228|20089832-1|1
103229|20089836-10|1
103230|20089836-15|1
103231|20089355-10|1
103232|20089355-20|1
103233|20089685-2|1
103234|20089724-2|1
103235|20089704-1|1
103236|20089724-5|1
103237|20089724-6|1
103238|20089803-1|1
103239|20089833-1|1
103240|20089449-1|1
103241|20089685-4|1
103242|20089685-9|1
103243|20089767-2|1
103244|20089803-4|1
103245|20089806-4|1
103246|20089836-11|1
103247|20089836-4|1
103248|20089833-2|1
103249|20089836-7|1
103250|20090031-1|1
103251|20090031-2|1
103252|20089704-6|1
103253|20089724-1|1
103254|20089832-8|1
103255|20089953-1|1
103256|20089962-1|1
103257|20090000-14|1
103258|20090000-15|1
103259|20090000-23|1
103260|20090000-7|1
103261|20089999-2|1
103262|20090000-18|1
103263|20090000-4|1
103264|20090033-3|1
103265|20089836-2|1
103266|20089961-1|1
103267|20089964-1|1
103268|20089999-4|1
103269|20089878-1|1
103270|20089885-2|1
103271|20090000-1|1
103272|20090033-8|1
103273|20089833-5|1
103274|20089878-2|1
103275|20089961-2|1
103276|20089999-3|1
103277|20089685-7|1
103278|20089724-17|1
103279|20089724-8|1
103280|20089803-3|1
103281|20089685-12|1
103282|20089706-3|1
103283|20089724-7|1
103284|20089724-9|1
103285|20089833-10|1
103286|20090000-10|1
103287|20090034-2|1
103288|20090034-7|1
103289|20089821-2|1
103290|20089999-6|1
103291|20090000-2|1
103292|20090033-2|1
103293|20089832-4|1
103294|20089836-14|1
103295|20090000-13|1
103296|20090000-5|1
103297|20090033-6|1
103298|20090070-1|1
103299|20090095-5|1
103300|20090095-8|1
103301|20089836-6|1
103302|20089907-1|1
103303|20090000-25|1
103304|20090034-8|1
103305|20089706-6|1
103306|20089832-5|1
103307|20089832-6|1
103308|20089991-1|1
103309|20089642-5|1
103310|20089704-4|1
103311|20089836-5|1
103312|20089885-1|1
103313|20089836-12|1
103314|20089978-1|1
103315|20090000-27|1
103316|20090070-3|1
103317|20089803-2|1
103318|20089803-5|1
103319|20089833-11|1
103320|20089999-1|1
103321|20089824-1|1
103322|20089856-4|1
103323|20090000-17|1
103324|20090000-22|1
103325|20090033-5|1
103326|20090095-3|1
103327|20090096-3|1
103328|20090096-4|1
103329|20090127-2|1
103330|20090000-6|1
103331|20090034-3|1
103332|20090034-4|1
103333|20090128-3|1
103334|20090000-12|1
103335|20090033-7|1
103336|20090034-10|1
103337|20090096-6|1
103338|20090120-6|1
103339|20089833-14|1
103340|20089836-1|1
103341|20089836-9|1
103342|20090000-19|1
103343|20090000-24|1
103344|20090000-9|1
103345|20090068-4|1
103346|20090136-2|1
103347|20089927-1|1
103348|20089961-3|1
103349|20090120-3|1
103350|20090120-5|1
103351|20089836-8|1
103352|20090000-16|1
103353|20090035-1|1
103354|20090068-2|1
103355|20090034-9|1
103356|20090131-1|1
103357|20090269-2|1
103358|20090359-2|1
103359|20090127-1|1
103360|20090128-2|1
103361|20090268-1|1
103362|20090269-4|1
103363|20090035-2|1
103364|20090096-2|1
103365|20090122-3|1
103366|20090131-2|1
103367|20090136-5|1
103368|20090359-1|1
103369|20090372-2|1
103370|20090411-14|1
103371|20089832-2|1
103372|20089888-2|1
103373|20090033-1|1
103374|20090095-1|1
103375|20090096-1|1
103376|20089999-5|1
103377|20090033-9|1
103378|20090125-1|1
103379|20090128-1|1
103380|20090269-5|1
103381|20090411-15|1
103382|20090411-19|1
103383|20090068-3|1
103384|20090125-3|1
103385|20090411-1|1
103386|20090411-28|1
103387|20090123-2|1
103388|20090136-1|1
103389|20090268-2|1
103390|20090408-3|1
103391|20090131-6|1
103392|20090408-2|1
103393|20090411-27|1
103394|20090411-36|1
103395|20089962-2|1
103396|20089963-1|1
103397|20090000-20|1
103398|20090000-3|1
103399|20090000-26|1
103400|20090034-5|1
103401|20090095-9|1
103402|20090124-4|1
