Id|Codigo|AplicaASexo|EdadMinima|EdadMaxima|Sexo
1|A000|3|0|999|A
2|A001|3|0|999|A
3|A009|3|0|999|A
4|A010|3|0|999|A
5|A011|3|0|999|A
6|A012|3|0|999|A
7|A013|3|0|999|A
8|A014|3|0|999|A
9|A020|3|0|999|A
10|A021|3|0|999|A
11|D110|3|0|999|A
12|D117|3|0|999|A
13|D119|3|0|999|A
14|D120|3|0|999|A
15|D121|3|0|999|A
16|D122|3|0|999|A
17|D123|3|0|999|A
18|D124|3|0|999|A
19|D125|3|0|999|A
20|D126|3|0|999|A
21|D127|3|0|999|A
22|D128|3|0|999|A
23|D129|3|0|999|A
24|D130|3|0|999|A
25|D131|3|0|999|A
26|A022|3|0|999|A
27|A028|3|0|999|A
28|A029|3|0|999|A
29|A030|3|0|999|A
30|A031|3|0|999|A
31|D132|3|0|999|A
32|D133|3|0|999|A
33|D134|3|0|999|A
34|D135|3|0|999|A
35|D136|3|0|999|A
36|K430|3|0|999|A
37|K431|3|0|999|A
38|K432|3|0|999|A
39|K433|3|0|999|A
40|K434|3|0|999|A
41|K435|3|0|999|A
42|D137|3|0|999|A
43|D139|3|0|999|A
44|D140|3|0|999|A
45|D141|3|0|999|A
46|D142|3|0|999|A
47|K436|3|0|999|A
48|K437|3|0|999|A
49|K439|3|0|999|A
50|K440|3|0|999|A
51|K441|3|0|999|A
52|A032|3|0|999|A
53|A033|3|0|999|A
54|A038|3|0|999|A
55|A039|3|0|999|A
56|A040|3|0|999|A
57|D143|3|0|999|A
58|D144|3|0|999|A
59|D150|3|0|999|A
60|D151|3|0|999|A
61|D152|3|0|999|A
62|K449|3|0|999|A
63|K450|3|0|999|A
64|K451|3|0|999|A
65|K458|3|0|999|A
66|K460|3|0|999|A
67|A041|3|0|999|A
68|A042|3|0|999|A
69|A043|3|0|999|A
70|A044|3|0|999|A
71|A045|3|0|999|A
72|U049|3|0|999|A
73|U060|3|0|999|A
74|U061|3|0|999|A
75|U062|3|0|999|A
76|U063|3|0|999|A
77|U064|3|0|999|A
78|D157|3|0|999|A
79|D159|3|0|999|A
80|D160|3|0|999|A
81|D161|3|0|999|A
82|D162|3|0|999|A
83|K461|3|0|999|A
84|K469|3|0|999|A
85|K500|3|0|999|A
86|K501|3|0|999|A
87|K508|3|0|999|A
88|A046|3|0|999|A
89|A047|3|0|999|A
90|A048|3|0|999|A
91|A049|3|0|999|A
92|A050|3|0|999|A
93|U065|3|0|999|A
94|U066|3|0|999|A
95|U067|3|0|999|A
96|U068|3|0|999|A
97|U069|3|0|999|A
98|U070|3|0|999|A
99|D163|3|0|999|A
100|D164|3|0|999|A
101|D165|3|0|999|A
102|D166|3|0|999|A
103|D167|3|0|999|A
104|A051|3|0|999|A
105|A052|3|0|999|A
106|A053|3|0|999|A
107|A054|3|0|999|A
108|K509|3|0|999|A
109|K510|3|0|999|A
110|K511|3|0|999|A
111|K512|3|0|999|A
112|K513|3|0|999|A
113|K514|3|0|999|A
114|D168|3|0|999|A
115|D169|3|0|999|A
116|D170|3|0|999|A
117|D171|3|0|999|A
118|D172|3|0|999|A
119|U071|3|0|999|A
120|U072|3|0|999|A
121|U073|3|0|999|A
122|U074|3|0|999|A
123|U075|3|0|999|A
124|U076|3|0|999|A
125|A058|3|0|999|A
126|A059|3|0|999|A
127|A060|3|0|999|A
128|A061|3|0|999|A
129|A062|3|0|999|A
130|K515|3|0|999|A
131|K518|3|0|999|A
132|K519|3|0|999|A
133|K520|3|0|999|A
134|K521|3|0|999|A
135|D173|3|0|999|A
136|D174|3|0|999|A
137|D175|3|0|999|A
138|D176|1|0|999|M
139|D177|3|0|999|A
140|U077|3|0|999|A
141|U078|3|0|999|A
142|U079|3|0|999|A
143|U089|3|0|100|A
144|U099|3|0|100|A
145|A063|3|0|999|A
146|A064|3|0|999|A
147|A065|3|0|999|A
148|A066|3|0|999|A
149|A067|3|0|999|A
150|A068|3|0|999|A
151|A069|3|0|999|A
152|A070|3|0|999|A
153|A071|3|0|999|A
154|A072|3|0|999|A
155|A073|3|0|999|A
156|A078|3|0|999|A
157|A079|3|0|999|A
158|A080|3|0|999|A
159|A081|3|0|999|A
160|A082|3|0|999|A
161|A083|3|0|999|A
162|A084|3|0|999|A
163|A085|3|0|999|A
164|A090|3|0|999|A
165|A099|3|0|999|A
166|A09X|3|0|999|A
167|A150|3|0|120|A
168|A151|3|0|120|A
169|A152|3|0|120|A
170|A153|3|0|120|A
171|A154|3|0|120|A
172|A155|3|0|120|A
173|A156|3|0|120|A
174|A157|3|0|120|A
175|A158|3|0|120|A
176|A159|3|0|120|A
177|A160|3|0|120|A
178|A161|3|0|120|A
179|A162|3|0|120|A
180|A163|3|0|120|A
181|A164|3|0|120|A
182|A165|3|0|120|A
183|A167|3|0|120|A
184|A168|3|0|120|A
185|A169|3|0|120|A
186|A170|3|0|120|A
187|A171|3|0|120|A
188|A178|3|0|120|A
189|A179|3|0|120|A
190|A180|3|0|120|A
191|A181|3|0|120|A
192|A182|3|0|120|A
193|A183|3|0|120|A
194|A184|3|0|120|A
195|A185|3|0|120|A
196|A186|3|0|120|A
197|A187|3|0|120|A
198|A188|3|0|120|A
199|A190|3|0|120|A
200|A191|3|0|120|A
201|A192|3|0|120|A
202|A198|3|0|120|A
203|A199|3|0|120|A
204|A200|3|0|999|A
205|A201|3|0|999|A
206|A202|3|0|999|A
207|A203|3|0|999|A
208|A207|3|0|999|A
209|A208|3|0|999|A
210|A209|3|0|999|A
211|A210|3|0|999|A
212|A211|3|0|999|A
213|A212|3|0|999|A
214|A213|3|0|999|A
215|A217|3|0|999|A
216|A218|3|0|999|A
217|A219|3|0|999|A
218|A220|3|0|999|A
219|A221|3|0|999|A
220|A222|3|0|999|A
221|A227|3|0|999|A
222|A228|3|0|999|A
223|A229|3|0|999|A
224|A230|3|0|999|A
225|A231|3|0|999|A
226|A232|3|0|999|A
227|A233|3|0|999|A
228|A238|3|0|999|A
229|A239|3|0|999|A
230|A240|3|0|999|A
231|A241|3|0|999|A
232|A242|3|0|999|A
233|A243|3|0|999|A
234|A244|3|0|999|A
235|A250|3|0|999|A
236|A251|3|0|999|A
237|A259|3|0|999|A
238|A260|3|0|999|A
239|A267|3|0|999|A
240|A268|3|0|999|A
241|A269|3|0|999|A
242|A270|3|0|999|A
243|A278|3|0|999|A
244|A279|3|0|999|A
245|A280|3|0|999|A
246|A281|3|0|999|A
247|A282|3|0|999|A
248|A288|3|0|999|A
249|A289|3|0|999|A
250|A300|3|10|120|A
251|A301|3|10|120|A
252|A302|3|10|120|A
253|A303|3|10|120|A
254|A304|3|10|120|A
255|A305|3|10|120|A
256|A308|3|10|120|A
257|A309|3|10|120|A
258|A310|3|0|999|A
259|A311|3|0|999|A
260|A318|3|0|999|A
261|A319|3|0|999|A
262|A320|3|0|120|A
263|A321|3|0|120|A
264|A327|3|0|120|A
265|A328|3|0|120|A
266|A329|3|0|120|A
267|A33X|3|0|0|A
268|A34X|2|10|54|F
269|A35X|3|0|120|A
270|A360|3|0|999|A
271|A361|3|0|999|A
272|A362|3|0|999|A
273|A363|3|0|999|A
274|A368|3|0|999|A
275|A369|3|0|999|A
276|A370|3|0|999|A
277|A371|3|0|999|A
278|A378|3|0|999|A
279|A379|3|0|999|A
280|A38X|3|0|999|A
281|A390|3|0|999|A
282|A391|3|0|999|A
283|A392|3|0|999|A
284|A393|3|0|999|A
285|A394|3|0|999|A
286|A395|3|0|999|A
287|A398|3|0|999|A
288|A399|3|0|999|A
289|A400|3|0|120|A
290|A401|3|0|120|A
291|A402|3|0|120|A
292|A403|3|0|120|A
293|A408|3|0|120|A
294|A409|3|0|120|A
295|A410|3|0|120|A
296|A411|3|0|120|A
297|A412|3|0|120|A
298|A413|3|0|120|A
299|A414|3|0|120|A
300|A415|3|0|120|A
301|A418|3|0|120|A
302|A419|3|0|120|A
303|A420|3|0|999|A
304|A421|3|0|999|A
305|A422|3|0|999|A
306|A427|3|0|999|A
307|A428|3|0|999|A
308|A429|3|0|999|A
309|A430|3|0|999|A
310|A431|3|0|999|A
311|A438|3|0|999|A
312|A439|3|0|999|A
313|A440|3|0|999|A
314|A441|3|0|999|A
315|A448|3|0|999|A
316|A449|3|0|999|A
317|A46X|3|0|999|A
318|A480|3|0|999|A
319|A481|3|0|999|A
320|A482|3|0|999|A
321|A483|3|0|999|A
322|A484|3|0|999|A
323|A488|3|0|999|A
324|A490|3|0|999|A
325|A491|3|0|999|A
326|A492|3|0|999|A
327|A493|3|0|999|A
328|A498|3|0|999|A
329|A499|3|0|999|A
330|A500|3|0|999|A
331|A501|3|0|999|A
332|A502|3|0|999|A
333|A503|3|0|999|A
334|A504|3|2|120|A
335|A505|3|2|120|A
336|A506|3|2|120|A
337|A507|3|2|120|A
338|A509|3|0|999|A
339|A510|3|0|999|A
340|A511|3|0|999|A
341|A512|3|0|999|A
342|A513|3|0|999|A
343|A514|3|0|999|A
344|A515|3|0|999|A
345|A519|3|0|999|A
346|A520|3|2|120|A
347|A521|3|2|120|A
348|A522|3|2|120|A
349|A523|3|2|120|A
350|A527|3|2|120|A
351|A528|3|2|120|A
352|A529|3|2|120|A
353|A530|3|2|120|A
354|A539|3|2|120|A
355|A540|3|0|999|A
356|A541|3|0|999|A
357|A542|3|0|999|A
358|A543|3|0|999|A
359|A544|3|0|999|A
360|A545|3|0|999|A
361|A546|3|0|999|A
362|A548|3|0|999|A
363|A549|3|0|999|A
364|A55X|3|0|999|A
365|A560|3|0|999|A
366|A561|3|0|999|A
367|A562|3|0|999|A
368|A563|3|0|999|A
369|A564|3|0|999|A
370|A568|3|0|999|A
371|A57X|3|0|999|A
372|A58X|3|0|999|A
373|A590|3|0|999|A
374|A598|3|0|999|A
375|A599|3|0|999|A
376|A600|3|0|999|A
377|A601|3|0|999|A
378|A609|3|0|999|A
379|A630|3|0|999|A
380|A638|3|0|999|A
381|A64X|3|0|999|A
382|A65X|3|0|999|A
383|A660|3|0|999|A
384|A661|3|0|999|A
385|A662|3|0|999|A
386|A663|3|0|999|A
387|A664|3|0|999|A
388|A665|3|0|999|A
389|A666|3|0|999|A
390|A667|3|0|999|A
391|A668|3|0|999|A
392|A669|3|0|999|A
393|A670|3|0|999|A
394|A671|3|0|999|A
395|A672|3|0|999|A
396|A673|3|0|999|A
397|A679|3|0|999|A
398|A680|3|0|999|A
399|A681|3|0|999|A
400|A689|3|0|999|A
401|A690|3|0|999|A
402|A691|3|0|999|A
403|A692|3|0|999|A
404|A698|3|0|999|A
405|A699|3|0|999|A
406|A70X|3|0|999|A
407|A710|3|0|999|A
408|A711|3|0|999|A
409|A719|3|0|999|A
410|A740|3|0|120|A
411|A748|3|0|999|A
412|A749|3|0|999|A
413|A750|3|0|999|A
414|A751|3|0|999|A
415|A752|3|0|999|A
416|A753|3|0|999|A
417|A759|3|0|999|A
418|A770|3|0|999|A
419|A771|3|0|999|A
420|A772|3|0|999|A
421|A773|3|0|999|A
422|A778|3|0|999|A
423|A779|3|0|999|A
424|A78X|3|0|999|A
425|A790|3|0|999|A
426|A791|3|0|999|A
427|A798|3|0|999|A
428|A799|3|0|999|A
429|A800|3|0|15|A
430|A801|3|0|15|A
431|A802|3|0|15|A
432|A803|3|0|15|A
433|A804|3|0|15|A
434|A809|3|0|15|A
435|A810|3|0|999|A
436|A811|3|0|999|A
437|A812|3|0|999|A
438|A818|3|0|999|A
439|A819|3|0|999|A
440|A820|3|0|999|A
441|A821|3|0|999|A
442|A829|3|0|999|A
443|A830|3|0|999|A
444|A831|3|0|999|A
445|A832|3|0|999|A
446|A833|3|0|999|A
447|A834|3|0|999|A
448|A835|3|0|999|A
449|A836|3|0|999|A
450|A838|3|0|999|A
451|A839|3|0|999|A
452|A840|3|0|999|A
453|A841|3|0|999|A
454|A848|3|0|999|A
455|A849|3|0|999|A
456|A850|3|0|999|A
457|A851|3|0|999|A
458|A852|3|0|999|A
459|A858|3|0|999|A
460|A86X|3|0|999|A
461|A870|3|0|999|A
462|A871|3|0|999|A
463|A872|3|0|999|A
464|A878|3|0|999|A
465|A879|3|0|999|A
466|A880|3|0|999|A
467|A881|3|0|999|A
468|A888|3|0|999|A
469|A89X|3|0|999|A
470|A90X|3|0|999|A
471|A91X|3|0|999|A
472|A920|3|0|999|A
473|A921|3|0|999|A
474|A922|3|0|999|A
475|A923|3|0|999|A
476|A924|3|0|999|A
477|A925|3|0|100|A
478|A928|3|0|999|A
479|A929|3|0|999|A
480|A930|3|0|999|A
481|D179|3|0|999|A
482|D180|3|0|999|A
483|D181|3|0|999|A
484|D190|3|0|999|A
485|D191|3|0|999|A
486|A931|3|0|999|A
487|A932|3|0|999|A
488|A938|3|0|999|A
489|A94X|3|0|999|A
490|D197|3|0|999|A
491|D199|3|0|999|A
492|D200|3|0|999|A
493|D201|3|0|999|A
494|D210|3|0|999|A
495|A950|3|0|999|A
496|A951|3|0|999|A
497|A959|3|0|999|A
498|A960|3|0|999|A
499|A961|3|0|999|A
500|K522|3|0|999|A
501|K523|3|0|999|A
502|K528|3|0|999|A
503|K529|3|0|120|A
504|K550|3|0|999|A
505|D211|3|0|999|A
506|D212|3|0|999|A
507|D213|3|0|999|A
508|D214|3|0|999|A
509|A962|3|0|999|A
510|A968|3|0|999|A
511|A969|3|0|999|A
512|A970|3|0|100|A
513|A971|3|0|100|A
514|U109|3|0|100|A
515|U119|3|1|100|A
516|U129|3|1|100|A
517|U800|3|0|999|A
518|U801|3|0|999|A
519|K551|3|0|120|A
520|K552|3|0|999|A
521|K558|3|0|999|A
522|K559|3|0|999|A
523|K560|3|0|120|A
524|D215|3|0|999|A
525|D216|3|0|999|A
526|D219|3|0|999|A
527|D220|3|0|999|A
528|D221|3|0|999|A
529|A972|3|0|100|A
530|A979|3|0|100|A
531|A980|3|0|999|A
532|A981|3|0|999|A
533|A982|3|0|999|A
534|K561|3|0|120|A
535|K562|3|0|120|A
536|K563|3|0|120|A
537|K564|3|0|120|A
538|K565|3|0|120|A
539|A983|3|0|999|A
540|A984|3|0|999|A
541|A985|3|0|999|A
542|A988|3|0|999|A
543|A99X|3|0|999|A
544|U808|3|0|999|A
545|U810|3|0|999|A
546|U818|3|0|999|A
547|U820|3|0|999|A
548|U821|3|0|999|A
549|D222|3|0|999|A
550|D223|3|0|999|A
551|D224|3|0|999|A
552|D225|3|0|999|A
553|D226|3|0|999|A
554|D227|3|0|999|A
555|K566|3|0|120|A
556|K567|3|0|120|A
557|K570|3|0|999|A
558|K571|3|0|999|A
559|K572|3|0|999|A
560|D229|3|0|999|A
561|D230|3|0|999|A
562|D231|3|0|999|A
563|D232|3|0|999|A
564|D233|3|0|999|A
565|U822|3|0|999|A
566|U828|3|0|999|A
567|U829|3|0|999|A
568|U830|3|0|999|A
569|U831|3|0|999|A
570|B000|3|0|999|A
571|B001|3|0|999|A
572|B002|3|0|999|A
573|B003|3|0|999|A
574|B004|3|0|999|A
575|K573|3|0|999|A
576|K574|3|0|999|A
577|K575|3|0|999|A
578|K578|3|0|999|A
579|K579|3|0|999|A
580|D234|3|0|999|A
581|D235|3|0|999|A
582|D236|3|0|999|A
583|D237|3|0|999|A
584|D239|3|0|999|A
585|U832|3|0|999|A
586|U837|3|0|999|A
587|U838|3|0|999|A
588|U839|3|0|999|A
589|U840|3|0|999|A
590|B005|3|0|999|A
591|B007|3|0|999|A
592|B008|3|0|999|A
593|B009|3|0|999|A
594|B010|3|0|999|A
595|K580|3|0|999|A
596|K581|3|0|100|A
597|K582|3|0|100|A
598|K583|3|0|100|A
599|K588|3|0|100|A
600|D24X|3|0|999|A
601|D250|2|0|999|F
602|D251|2|0|999|F
603|D252|2|0|999|F
604|D259|2|0|999|F
605|D260|2|0|999|F
606|D261|2|0|999|F
607|D267|2|0|999|F
608|D269|2|0|999|F
609|D27X|2|0|999|F
610|D280|2|0|999|F
611|D281|2|0|999|F
612|D282|2|0|999|F
613|D287|2|0|999|F
614|D289|2|0|999|F
615|D290|1|0|999|M
616|D291|1|0|999|M
617|D292|1|0|999|M
618|D293|1|0|999|M
619|D294|1|0|999|M
620|D297|1|0|999|M
621|D299|1|0|999|M
622|D300|3|0|999|A
623|D301|3|0|999|A
624|D302|3|0|999|A
625|D303|3|0|999|A
626|D304|3|0|999|A
627|D307|3|0|999|A
628|D309|3|0|999|A
629|D310|3|0|999|A
630|D311|3|0|999|A
631|D312|3|0|999|A
632|D313|3|0|999|A
633|D314|3|0|999|A
634|D315|3|0|999|A
635|D316|3|0|999|A
636|D319|3|0|999|A
637|D320|3|0|999|A
638|B011|3|0|999|A
639|B012|3|0|999|A
640|B018|3|0|999|A
641|B019|3|0|999|A
642|B020|3|0|999|A
643|B021|3|0|999|A
644|D321|3|0|999|A
645|D329|3|0|999|A
646|D330|3|0|999|A
647|D331|3|0|999|A
648|D332|3|0|999|A
649|D333|3|0|999|A
650|D334|3|0|999|A
651|D337|3|0|999|A
652|D339|3|0|999|A
653|D34X|3|0|999|A
654|B022|3|0|999|A
655|B023|3|0|999|A
656|B027|3|0|999|A
657|B028|3|0|999|A
658|B029|3|0|999|A
659|B03X|3|0|999|A
660|D350|3|0|999|A
661|D351|3|0|999|A
662|D352|3|0|999|A
663|D353|3|0|999|A
664|D354|3|0|999|A
665|B04X|3|0|999|A
666|B050|3|0|999|A
667|B051|3|0|999|A
668|B052|3|0|999|A
669|B053|3|0|999|A
670|B054|3|0|999|A
671|D355|3|0|999|A
672|D356|3|0|999|A
673|D357|3|0|999|A
674|D358|3|0|999|A
675|D359|3|0|999|A
676|D360|3|0|999|A
677|D361|3|0|999|A
678|D367|3|0|999|A
679|D369|3|0|999|A
680|D370|3|0|999|A
681|B058|3|0|999|A
682|B059|3|0|999|A
683|B060|3|0|120|A
684|B068|3|0|120|A
685|B069|3|0|120|A
686|D371|3|0|999|A
687|D372|3|0|999|A
688|D373|3|0|999|A
689|D374|3|0|999|A
690|B07X|3|0|999|A
691|B080|3|0|999|A
692|B081|3|0|999|A
693|B082|3|0|999|A
694|D375|3|0|999|A
695|D376|3|0|999|A
696|D377|3|0|999|A
697|D379|3|0|999|A
698|B083|3|0|999|A
699|B084|3|0|999|A
700|B085|3|0|999|A
701|B088|3|0|999|A
702|D380|3|0|999|A
703|D381|3|0|999|A
704|D382|3|0|999|A
705|D383|3|0|999|A
706|B09X|3|0|999|A
707|B150|3|0|999|A
708|B159|3|0|999|A
709|B160|3|0|999|A
710|B161|3|0|999|A
711|D384|3|0|999|A
712|D385|3|0|999|A
713|D386|3|0|999|A
714|D390|2|0|999|F
715|B162|3|0|999|A
716|B169|3|0|999|A
717|B170|3|0|999|A
718|B171|3|0|999|A
719|B172|3|0|999|A
720|D391|2|0|999|F
721|D392|2|10|54|F
722|D397|2|0|999|F
723|D399|2|0|999|F
724|B178|3|0|999|A
725|B179|3|0|999|A
726|B180|3|0|999|A
727|B181|3|0|999|A
728|B182|3|0|999|A
729|D400|1|10|120|M
730|D401|1|0|999|M
731|D407|1|0|999|M
732|D409|1|0|999|M
733|D410|3|0|999|A
734|D411|3|0|999|A
735|D412|3|0|999|A
736|D413|3|0|999|A
737|D414|3|0|999|A
738|B188|3|0|999|A
739|B189|3|0|999|A
740|B190|3|0|120|A
741|B199|3|0|120|A
742|B200|3|0|999|A
743|D417|3|0|999|A
744|D419|3|0|999|A
745|D420|3|0|999|A
746|D421|3|0|999|A
747|B201|3|0|999|A
748|B202|3|0|999|A
749|B203|3|0|999|A
750|B204|3|0|999|A
751|D429|3|0|999|A
752|D430|3|0|999|A
753|D431|3|0|999|A
754|D432|3|0|999|A
755|B205|3|0|999|A
756|B206|3|0|999|A
757|B207|3|0|999|A
758|B208|3|0|999|A
759|D433|3|0|999|A
760|D434|3|0|999|A
761|D437|3|0|999|A
762|D439|3|0|999|A
763|B209|3|0|999|A
764|B210|3|0|999|A
765|B211|3|0|999|A
766|B212|3|0|999|A
767|D440|3|0|999|A
768|D441|3|0|999|A
769|D442|3|0|999|A
770|D443|3|0|999|A
771|B213|3|0|999|A
772|B217|3|0|999|A
773|B218|3|0|999|A
774|B219|3|0|999|A
775|B220|3|0|999|A
776|B221|3|0|999|A
777|B222|3|0|999|A
778|B227|3|0|999|A
779|B230|3|0|999|A
780|B231|3|0|999|A
781|B232|3|0|999|A
782|B238|3|0|999|A
783|B24X|3|0|999|A
784|B250|3|0|999|A
785|B251|3|0|999|A
786|B252|3|0|999|A
787|B258|3|0|999|A
788|B259|3|0|999|A
789|B260|1|0|120|M
790|B261|3|0|999|A
791|B262|3|0|999|A
792|B263|3|0|999|A
793|B268|3|0|999|A
794|B269|3|0|999|A
795|B270|3|0|999|A
796|B271|3|0|999|A
797|B278|3|0|999|A
798|B279|3|0|999|A
799|B300|3|0|999|A
800|B301|3|0|999|A
801|B302|3|0|999|A
802|B303|3|0|999|A
803|B308|3|0|999|A
804|B309|3|0|999|A
805|B330|3|0|999|A
806|B331|3|0|999|A
807|B332|3|0|999|A
808|B333|3|0|999|A
809|B334|3|0|999|A
810|B338|3|0|999|A
811|B340|3|0|999|A
812|B341|3|0|999|A
813|B342|3|0|999|A
814|B343|3|0|999|A
815|B344|3|0|999|A
816|B348|3|0|999|A
817|B349|3|0|999|A
818|B350|3|0|999|A
819|B351|3|0|999|A
820|B352|3|0|999|A
821|B353|3|0|999|A
822|B354|3|0|999|A
823|B355|3|0|999|A
824|B356|3|0|999|A
825|B358|3|0|999|A
826|B359|3|0|999|A
827|B360|3|0|999|A
828|B361|3|0|999|A
829|B362|3|0|999|A
830|B363|3|0|999|A
831|B368|3|0|999|A
832|B369|3|0|999|A
833|B370|3|0|120|A
834|B371|3|0|120|A
835|B372|3|0|120|A
836|B373|2|0|120|F
837|B374|3|0|120|A
838|B375|3|0|120|A
839|B376|3|0|120|A
840|B377|3|0|120|A
841|B378|3|0|120|A
842|B379|3|0|120|A
843|B380|3|0|999|A
844|B381|3|0|999|A
845|B382|3|0|999|A
846|B383|3|0|999|A
847|B384|3|0|999|A
848|B387|3|0|999|A
849|B388|3|0|999|A
850|B389|3|0|999|A
851|B390|3|0|999|A
852|B391|3|0|999|A
853|B392|3|0|999|A
854|B393|3|0|999|A
855|B394|3|0|999|A
856|B395|3|0|999|A
857|B399|3|0|999|A
858|B400|3|0|999|A
859|B401|3|0|999|A
860|B402|3|0|999|A
861|B403|3|0|999|A
862|B407|3|0|999|A
863|B408|3|0|999|A
864|B409|3|0|999|A
865|B410|3|0|999|A
866|B417|3|0|999|A
867|B418|3|0|999|A
868|B419|3|0|999|A
869|B420|3|0|999|A
870|B421|3|0|999|A
871|B427|3|0|999|A
872|B428|3|0|999|A
873|B429|3|0|999|A
874|B430|3|0|999|A
875|B431|3|0|999|A
876|B432|3|0|999|A
877|B438|3|0|999|A
878|B439|3|0|999|A
879|B440|3|0|999|A
880|B441|3|0|999|A
881|B442|3|0|999|A
882|B447|3|0|999|A
883|B448|3|0|999|A
884|B449|3|0|999|A
885|B450|3|0|999|A
886|B451|3|0|999|A
887|B452|3|0|999|A
888|B453|3|0|999|A
889|B457|3|0|999|A
890|B458|3|0|999|A
891|B459|3|0|999|A
892|B460|3|0|999|A
893|B461|3|0|999|A
894|B462|3|0|999|A
895|B463|3|0|999|A
896|B464|3|0|999|A
897|B465|3|0|999|A
898|B468|3|0|999|A
899|B469|3|0|999|A
900|B470|3|0|999|A
901|B471|3|0|999|A
902|B479|3|0|999|A
903|B480|3|0|999|A
904|B481|3|0|999|A
905|B482|3|0|999|A
906|B483|3|0|999|A
907|B484|3|0|999|A
908|B485|3|0|100|A
909|B487|3|0|999|A
910|B488|3|0|999|A
911|B49X|3|0|999|A
912|B500|3|0|999|A
913|B508|3|0|999|A
914|B509|3|0|999|A
915|B510|3|0|999|A
916|B518|3|0|999|A
917|B519|3|0|999|A
918|B520|3|0|999|A
919|B528|3|0|999|A
920|B529|3|0|999|A
921|B530|3|0|999|A
922|B531|3|0|999|A
923|B538|3|0|999|A
924|B54X|3|0|999|A
925|B550|3|0|999|A
926|B551|3|0|999|A
927|B552|3|0|999|A
928|B559|3|0|999|A
929|B560|3|0|999|A
930|B561|3|0|999|A
931|B569|3|0|999|A
932|B570|3|0|999|A
933|B571|3|0|999|A
934|B572|3|0|999|A
935|B573|3|0|999|A
936|B574|3|0|999|A
937|B575|3|0|999|A
938|B580|3|0|120|A
939|B581|3|0|120|A
940|B582|3|0|120|A
941|B583|3|0|120|A
942|B588|3|0|120|A
943|B589|3|0|120|A
944|B59X|3|0|120|A
945|B600|3|0|999|A
946|B601|3|0|999|A
947|B602|3|0|999|A
948|B608|3|0|999|A
949|B64X|3|0|999|A
950|B650|3|0|999|A
951|B651|3|0|999|A
952|B652|3|0|999|A
953|B653|3|0|999|A
954|B658|3|0|999|A
955|B659|3|0|999|A
956|B660|3|0|999|A
957|B661|3|0|999|A
958|B662|3|0|999|A
959|B663|3|0|999|A
960|B664|3|0|999|A
961|B665|3|0|999|A
962|B668|3|0|999|A
963|B669|3|0|999|A
964|B670|3|0|999|A
965|B671|3|0|999|A
966|B672|3|0|999|A
967|B673|3|0|999|A
968|B674|3|0|999|A
969|B675|3|0|999|A
970|B676|3|0|999|A
971|B677|3|0|999|A
972|B678|3|0|999|A
973|B679|3|0|999|A
974|B680|3|0|999|A
975|B681|3|0|999|A
976|B689|3|0|999|A
977|B690|3|0|999|A
978|B691|3|0|999|A
979|B698|3|0|999|A
980|B699|3|0|999|A
981|B700|3|0|999|A
982|B701|3|0|999|A
983|B710|3|0|999|A
984|B711|3|0|999|A
985|B718|3|0|999|A
986|B719|3|0|999|A
987|B72X|3|0|999|A
988|B73X|3|0|999|A
989|B740|3|0|999|A
990|B741|3|0|999|A
991|B742|3|0|999|A
992|B743|3|0|999|A
993|B744|3|0|999|A
994|B748|3|0|999|A
995|B749|3|0|999|A
996|B75X|3|0|999|A
997|B760|3|0|999|A
998|B761|3|0|999|A
999|B768|3|0|999|A
1000|B769|3|0|999|A
1001|B770|3|0|999|A
1002|B778|3|0|999|A
1003|B779|3|0|999|A
1004|B780|3|0|999|A
1005|B781|3|0|999|A
1006|B787|3|0|999|A
1007|B789|3|0|999|A
1008|B79X|3|0|999|A
1009|B80X|3|0|999|A
1010|B810|3|0|999|A
1011|B811|3|0|999|A
1012|B812|3|0|999|A
1013|B813|3|0|999|A
1014|B814|3|0|999|A
1015|B818|3|0|999|A
1016|B820|3|0|999|A
1017|B829|3|0|999|A
1018|B830|3|0|999|A
1019|B831|3|0|999|A
1020|B832|3|0|999|A
1021|B833|3|0|999|A
1022|B834|3|0|999|A
1023|B838|3|0|999|A
1024|B839|3|0|999|A
1025|B850|3|0|999|A
1026|B851|3|0|999|A
1027|B852|3|0|999|A
1028|B853|3|0|999|A
1029|B854|3|0|999|A
1030|B86X|3|0|999|A
1031|B870|3|0|999|A
1032|B871|3|0|999|A
1033|B872|3|0|999|A
1034|B873|3|0|999|A
1035|B874|3|0|999|A
1036|B878|3|0|999|A
1037|B879|3|0|999|A
1038|B880|3|0|999|A
1039|B881|3|0|999|A
1040|B882|3|0|999|A
1041|B883|3|0|999|A
1042|B888|3|0|999|A
1043|B889|3|0|999|A
1044|B89X|3|0|999|A
1045|B900|3|0|999|A
1046|B901|3|0|999|A
1047|B902|3|0|999|A
1048|B908|3|0|999|A
1049|B909|3|0|999|A
1050|B91X|3|1|120|A
1051|B92X|3|1|120|A
1052|B940|3|1|120|A
1053|B941|3|1|120|A
1054|B942|3|1|120|A
1055|B948|3|1|120|A
1056|B949|3|1|120|A
1057|B950|3|0|999|A
1058|B951|3|0|999|A
1059|B952|3|0|999|A
1060|B953|3|0|999|A
1061|B954|3|0|999|A
1062|B955|3|0|999|A
1063|B956|3|0|999|A
1064|B957|3|0|999|A
1065|B958|3|0|999|A
