26288|030226|1|AP|S|Z|PBS
26289|030227|1|AP|S|Z|PBS
26290|030228|1|AP|S|Z|PBS
26291|030229|1|AP|S|Z|PBS
26292|030230|1|AP|S|Z|PBS
26293|030231|1|AP|S|Z|PBS
26294|030300|1|AP|S|Z|NULL
26295|030301|1|AP|S|Z|PBS
26296|030302|1|AP|S|Z|PBS
26297|030400|1|AP|S|Z|NULL
26298|030401|1|AP|S|Z|NULL
26299|030402|1|AP|S|Z|NULL
26300|030403|1|AP|S|Z|NULL
26301|030404|1|AP|S|Z|PBS
26302|030405|1|AP|S|Z|PBS
26303|030406|1|AP|S|Z|PBS
26304|030407|1|AP|S|Z|PBS
26305|030408|1|AP|S|Z|PBS
26306|030409|1|AP|S|Z|PBS
26307|031100|1|AP|S|Z|NULL
26308|031101|1|AP|S|Z|PBS
26309|031102|1|AP|S|Z|PBS
26310|031103|1|AP|S|Z|PBS
26311|031104|1|AP|S|Z|PBS
26312|031105|1|AP|S|Z|PBS
26313|032001|1|AP|S|Z|PBS
26314|032002|1|AP|S|Z|PBS
26315|032003|1|AP|S|Z|PBS
26316|032100|1|AP|S|Z|NULL
26317|032200|1|AP|S|Z|NULL
26318|032300|1|AP|S|Z|NULL
26319|032301|1|AP|S|Z|NULL
26320|032302|1|AP|S|Z|NULL
26321|032303|1|AP|S|Z|PBS
26322|032304|1|AP|S|Z|PBS
26323|032400|1|AP|S|Z|NULL
26324|032401|1|AP|S|Z|PBS
26325|032402|1|AP|S|Z|NULL
26326|033100|1|AP|S|Z|NULL
26327|033101|1|AP|S|Z|PBS
26328|033102|1|AP|S|Z|PBS
26329|033103|1|AP|S|Z|PBS
26330|033200|1|AP|S|Z|NULL
26331|033201|1|AP|S|Z|PBS
26332|033202|1|AP|S|Z|PBS
26333|033203|1|AP|S|Z|PBS
26334|034100|1|AP|S|Z|NULL
26335|034101|1|AP|S|Z|PBS
26336|034102|1|AP|S|Z|PBS
26337|034103|1|AP|S|Z|PBS
26338|034104|1|AP|S|Z|NULL
26339|034200|1|AP|S|Z|NULL
26340|034201|1|AP|S|Z|NULL
26341|034202|1|AP|S|Z|NULL
26342|034203|1|AP|S|Z|NULL
26343|034204|1|AP|S|Z|NULL
26344|034205|1|AP|S|Z|NULL
26345|034206|1|AP|S|Z|NULL
26346|034207|1|AP|S|Z|NULL
26347|034208|1|AP|S|Z|PBS
26348|034209|1|AP|S|Z|PBS
26349|034210|1|AP|S|Z|PBS
26350|034211|1|AP|S|Z|PBS
26351|034212|1|AP|S|Z|PBS
26352|034213|1|AP|S|Z|PBS
26353|034214|1|AP|S|Z|PBS
26354|034215|1|AP|S|Z|PBS
26355|034216|1|AP|S|Z|PBS
26356|034217|1|AP|S|Z|PBS
26357|034218|1|AP|S|Z|PBS
26358|034219|1|AP|S|Z|PBS
26359|034220|1|AP|S|Z|PBS
26360|034221|1|AP|S|Z|PBS
26361|034222|1|AP|S|Z|PBS
26362|034223|1|AP|S|Z|PBS
26363|034224|1|AP|S|Z|PBS
26364|034225|1|AP|S|Z|PBS
26365|034226|1|AP|S|Z|PBS
26366|034227|1|AP|S|Z|PBS
26367|034228|1|AP|S|Z|PBS
26368|034229|1|AP|S|Z|PBS
26369|034230|1|AP|S|Z|PBS
26370|034300|1|AP|S|Z|NULL
26371|034301|1|AP|S|Z|NULL
26372|034302|1|AP|S|Z|NULL
26373|034303|1|AP|S|Z|NULL
26374|034304|1|AP|S|Z|NULL
26375|034305|1|AP|S|Z|NULL
26376|034306|1|AP|S|Z|NULL
26377|034307|1|AP|S|Z|PBS
26378|034308|1|AP|S|Z|PBS
26379|034309|1|AP|S|Z|PBS
26380|034310|1|AP|S|Z|PBS
26381|034311|1|AP|S|Z|PBS
26382|034312|1|AP|S|Z|PBS
26383|034313|1|AP|S|Z|PBS
26384|034314|1|AP|S|Z|PBS
26385|034315|1|AP|S|Z|PBS
26386|034316|1|AP|S|Z|PBS
26387|034317|1|AP|S|Z|PBS
26388|034318|1|AP|S|Z|PBS
26389|034319|1|AP|S|Z|PBS
26390|034320|1|AP|S|Z|PBS
26391|034321|1|AP|S|Z|PBS
26392|034322|1|AP|S|Z|PBS
26393|034323|1|AP|S|Z|PBS
26394|034324|1|AP|S|Z|PBS
26395|034325|1|AP|S|Z|PBS
26396|034326|1|AP|S|Z|PBS
26397|034327|1|AP|S|Z|PBS
26398|034328|1|AP|S|Z|PBS
26399|034329|1|AP|S|Z|PBS
26400|034330|1|AP|S|Z|PBS
26401|034331|1|AP|S|Z|PBS
26402|034400|1|AP|S|Z|NULL
26403|034401|1|AP|S|Z|NULL
26404|034402|1|AP|S|Z|NULL
26405|034403|1|AP|S|Z|PBS
26406|034404|1|AP|S|Z|PBS
26407|034405|1|AP|S|Z|PBS
26408|034406|1|AP|S|Z|PBS
26409|034407|1|AP|S|Z|PBS
26410|034408|1|AP|S|Z|PBS
26411|034409|1|AP|S|Z|PBS
26412|034410|1|AP|S|Z|PBS
26413|034411|1|AP|S|Z|PBS
26414|034412|1|AP|S|Z|PBS
26415|034413|1|AP|S|Z|PBS
26416|034414|1|AP|S|Z|PBS
26417|034415|1|AP|S|Z|PBS
26418|034416|1|AP|S|Z|PBS
26419|034417|1|AP|S|Z|PBS
26420|034418|1|AP|S|Z|PBS
26421|034419|1|AP|S|Z|PBS
26422|034420|1|AP|S|Z|PBS
26423|034421|1|AP|S|Z|PBS
26424|034422|1|AP|S|Z|PBS
26425|034423|1|AP|S|Z|PBS
26426|034424|1|AP|S|Z|PBS
26427|034425|1|AP|S|Z|PBS
26428|035100|1|AP|S|Z|NULL
26429|035101|1|AP|S|Z|NULL
26430|035102|1|AP|S|Z|PBS
26431|035103|1|AP|S|Z|PBS
26432|035104|1|AP|S|Z|PBS
26433|035105|1|AP|S|Z|PBS
26434|035106|1|AP|S|Z|PBS
26435|035107|1|AP|S|Z|PBS
26436|035108|1|AP|S|Z|PBS
26437|035109|1|AP|S|Z|PBS
26438|035110|1|AP|S|Z|PBS
26439|035200|1|AP|S|Z|NULL
26440|035201|1|AP|S|Z|PBS
26441|035202|1|AP|S|Z|PBS
26442|035203|1|AP|S|Z|NULL
26443|035400|1|AP|S|Z|NULL
26444|035401|1|AP|S|Z|PBS
26445|035402|1|AP|S|Z|PBS
26446|035403|1|AP|S|Z|NULL
26447|035500|1|AP|S|Z|NULL
26448|035501|1|AP|S|Z|PBS
26449|036100|1|AP|S|Z|NULL
26450|036101|1|AP|S|Z|PBS
26451|036102|1|AP|S|Z|PBS
26452|036103|1|AP|S|Z|PBS
26453|037100|1|AP|S|Z|NULL
26454|037101|1|AP|S|Z|PBS
26455|037200|1|AP|S|Z|NULL
26456|037201|1|AP|S|Z|PBS
26457|037202|1|AP|S|Z|PBS
26458|037300|1|AP|S|Z|NULL
26459|037301|1|AP|S|Z|PBS
26460|037302|1|AP|S|Z|PBS
26461|037400|1|AP|S|Z|NULL
26462|037401|1|AP|S|Z|PBS
26463|037500|1|AP|S|Z|NULL
26464|037501|1|AP|S|Z|PBS
26465|038100|1|AP|S|Z|PBS
26466|038200|1|AP|S|Z|PBS
26467|039000|1|AP|S|Z|NULL
26468|039001|1|AP|S|Z|PBS
26469|039002|1|AP|S|Z|PBS
26470|039003|1|AP|S|Z|PBS
26471|039004|1|AP|S|Z|PBS
26472|039005|1|AP|S|Z|NULL
26473|039100|1|AP|S|Z|NULL
26474|039101|1|AP|S|Z|PBS
26475|039102|1|AP|S|Z|PBS
26476|039201|1|AP|S|Z|PBS
26477|039202|1|AP|S|Z|PBS
26478|039203|1|AP|S|Z|PBS
26479|039204|1|AP|S|Z|PBS
26480|039301|1|AP|S|Z|NULL
26481|039302|1|AP|S|Z|NULL
26482|039303|1|AP|S|Z|NULL
26483|039304|1|AP|S|Z|PBS
26484|039305|1|AP|S|Z|PBS
26485|039306|1|AP|S|Z|PBS
26486|039307|1|AP|S|Z|PBS
26487|039308|1|AP|S|Z|PBS
26488|039309|1|AP|S|Z|PBS
26489|039310|1|AP|S|Z|PBS
26490|039400|1|AP|S|Z|NULL
26491|039401|1|AP|S|Z|PBS
26492|039500|1|AP|S|Z|PBS
26493|039601|1|AP|S|Z|PBS
26494|039700|1|AP|S|Z|PBS
26495|039800|1|AP|S|Z|PBS
26496|039901|1|AP|S|Z|PBS
26497|040001|1|AP|S|Z|PBS
26498|040002|1|AP|S|Z|PBS
26499|040003|1|AP|S|Z|PBS
26500|040004|1|AP|S|Z|PBS
26501|040005|1|AP|S|Z|PBS
26502|040100|1|AP|S|Z|NULL
26503|040101|1|AP|S|Z|NULL
26504|040102|1|AP|S|Z|NULL
26505|040103|1|AP|S|Z|NULL
26506|040104|1|AP|S|Z|NULL
26507|040105|1|AP|S|Z|NULL
26508|040200|1|AP|S|Z|NULL
26509|040201|1|AP|S|Z|PBS
26510|040300|1|AP|S|Z|NULL
26511|040301|1|AP|S|Z|PBS
26512|040302|1|AP|S|Z|NOPBS
26513|040500|1|AP|S|Z|PBS
26514|040601|1|AP|S|Z|PBS
26515|040602|1|AP|S|Z|PBS
26516|040603|1|AP|S|Z|PBS
26517|040604|1|AP|S|Z|PBS
26518|040605|1|AP|S|Z|PBS
26519|040606|1|AP|S|Z|PBS
26520|040607|1|AP|S|Z|PBS
26521|040608|1|AP|S|Z|PBS
26522|040609|1|AP|S|Z|PBS
26523|040700|1|AP|S|Z|NULL
26524|040701|1|AP|S|Z|PBS
26525|040702|1|AP|S|Z|PBS
26526|040703|1|AP|S|Z|PBS
26527|040704|1|AP|S|Z|PBS
26528|040705|1|AP|S|Z|PBS
26529|040706|1|AP|S|Z|NULL
26530|040707|1|AP|S|Z|NULL
26531|040708|1|AP|S|Z|NULL
26532|040709|1|AP|S|Z|NULL
26533|040710|1|AP|S|Z|NULL
26534|040711|1|AP|S|Z|NULL
26535|040712|1|AP|S|Z|PBS
26536|040713|1|AP|S|Z|PBS
26537|040714|1|AP|S|Z|PBS
26538|040715|1|AP|S|Z|PBS
26539|040716|1|AP|S|Z|PBS
26540|040717|1|AP|S|Z|PBS
26541|040718|1|AP|S|Z|PBS
26542|040719|1|AP|S|Z|PBS
26543|040720|1|AP|S|Z|PBS
26544|040721|1|AP|S|Z|PBS
26545|040722|1|AP|S|Z|PBS
26546|040723|1|AP|S|Z|PBS
26547|040724|1|AP|S|Z|PBS
26548|040725|1|AP|S|Z|PBS
26549|040726|1|AP|S|Z|PBS
26550|040727|1|AP|S|Z|PBS
26551|040728|1|AP|S|Z|PBS
26552|040729|1|AP|S|Z|PBS
26553|040730|1|AP|S|Z|PBS
26554|040731|1|AP|S|Z|PBS
26555|040732|1|AP|S|Z|PBS
26556|041100|1|AP|S|Z|NULL
26557|041101|1|AP|S|Z|PBS
26558|041102|1|AP|S|Z|PBS
26559|041200|1|AP|S|Z|PBS
26560|042100|1|AP|S|Z|NULL
26561|042101|1|AP|S|Z|PBS
26562|042102|1|AP|S|Z|PBS
26563|042103|1|AP|S|Z|PBS
26564|042200|1|AP|S|Z|NULL
26565|042201|1|AP|S|Z|PBS
26566|042202|1|AP|S|Z|PBS
26567|042203|1|AP|S|Z|NULL
26568|042204|1|AP|S|Z|PBS
26569|042205|1|AP|S|Z|PBS
26570|042300|1|AP|S|Z|NULL
26571|042301|1|AP|S|Z|NULL
26572|042302|1|AP|S|Z|NULL
26573|042303|1|AP|S|Z|NULL
26574|042304|1|AP|S|Z|NULL
26575|042305|1|AP|S|Z|NULL
26576|042306|1|AP|S|Z|NULL
26577|042307|1|AP|S|Z|NULL
26578|042308|1|AP|S|Z|NULL
26579|042309|1|AP|S|Z|NULL
26580|042310|1|AP|S|Z|PBS
26581|042311|1|AP|S|Z|PBS
26582|042312|1|AP|S|Z|PBS
26583|042313|1|AP|S|Z|PBS
26584|042314|1|AP|S|Z|PBS
26585|042315|1|AP|S|Z|PBS
26586|042316|1|AP|S|Z|PBS
26587|042317|1|AP|S|Z|PBS
26588|042318|1|AP|S|Z|PBS
26589|042319|1|AP|S|Z|PBS
26590|042320|1|AP|S|Z|PBS
26591|042321|1|AP|S|Z|PBS
26592|042322|1|AP|S|Z|PBS
26593|042323|1|AP|S|Z|PBS
26594|042324|1|AP|S|Z|PBS
26595|042325|1|AP|S|Z|PBS
26596|042326|1|AP|S|Z|PBS
26597|043000|1|AP|S|Z|NULL
26598|043001|1|AP|S|Z|PBS
26599|043002|1|AP|S|Z|PBS
